,Itemcode,Item Description,Brand,Pack-size,Vendor ID,Receive Date,PO Number,PO Line #,Ordered Quantity,Order UOM,Received Quantity,Rec. UOM,Weight (LB),Variance (Quantity),Estimate Inventory Cost,Actual Inventory Cost,Variance (Inventory Cost),Estimate Add-on Cost,Actual Add-on Cost,Variance (Add-on Cost),Price per Case ($)
480,APPE102,Apple McIntosh ECO 80/88s,,,CLA,10/23/2015,2936,12,6,CS,6,CS,0.0,0.0,145.5,145.5,0.0,51.43,51.43,0.0,24.25
481,APPE102,Apple McIntosh ECO 80/88s,,,LYM,10/25/2015,2941,3,45,CS,45,CS,0.0,0.0,1113.75,1113.75,0.0,0.0,0.0,0.0,24.75
482,APPE102,Apple McIntosh ECO 80/88s,,,LYM,10/29/2015,2963,3,3,CS,3,CS,0.0,0.0,72.75,72.75,0.0,19.23,19.23,0.0,24.25
483,APPE102,Apple McIntosh ECO 80/88s,,,CLA,11/05/2015,3004,15,10,CS,10,CS,0.0,0.0,242.5,242.5,0.0,64.99,64.99,0.0,24.25
484,APPE102,Apple McIntosh ECO 80/88s,,,LYM,11/06/2015,3008,2,4,CS,4,CS,0.0,0.0,97.0,97.0,0.0,26.0,26.0,0.0,24.25
485,APPE102,Apple McIntosh ECO 80/88s,,,SUN,11/08/2015,3009,2,42,CS,42,CS,0.0,0.0,1039.5,1039.5,0.0,0.0,0.0,0.0,24.75
486,APPE102,Apple McIntosh ECO 80/88s,,,CLA,11/12/2015,3030,11,8,CS,8,CS,0.0,0.0,194.0,194.0,0.0,41.71,41.71,0.0,24.25
487,APPE102,Apple McIntosh ECO 80/88s,,,SUN,11/17/2015,3040,3,126,CS,75,CS,0.0,-40.48,1856.25,1856.25,0.0,0.0,0.0,0.0,24.75
488,APPE102,Apple McIntosh ECO 80/88s,,,SUN,12/10/2015,3101,1,84,CS,73,CS,0.0,-13.1,1806.75,1806.75,0.0,0.0,0.0,0.0,24.75
489,APPE102,Apple McIntosh ECO 80/88s,,,BHO,09/29/2017,5692,1,126,CS,126,CS,0.0,0.0,3591.0,3591.0,0.0,0.0,0.0,0.0,28.5
490,APPE102,Apple McIntosh ECO 80/88s,,,BHO,10/27/2017,5881,1,126,CS,126,CS,0.0,0.0,3591.0,3591.0,0.0,0.0,0.0,0.0,28.5
491,APPE102,Apple McIntosh ECO 80/88s,,,BHO,11/10/2017,5952,1,42,CS,42,CS,0.0,0.0,1197.0,1197.0,0.0,0.0,0.0,0.0,28.5
492,APPE102,Apple McIntosh ECO 80/88s,,,BHO,11/24/2017,5995,1,42,CS,42,CS,0.0,0.0,1197.0,1197.0,0.0,23.0,23.0,0.0,28.5
493,APPE102,Apple McIntosh ECO 80/88s,,,PFF,12/06/2017,6014,3,1,CS,1,CS,0.0,0.0,28.5,28.5,0.0,7.52,7.52,0.0,28.5
494,APPE102,Apple McIntosh ECO 80/88s,,,SUN,02/26/2018,6115,1,2,CS,2,CS,0.0,0.0,57.0,57.0,0.0,11.73,11.73,0.0,28.5
495,APPE102,Apple McIntosh ECO 80/88s,,,LYM,09/14/2018,6761,3,6,CS,6,CS,0.0,0.0,171.0,171.0,0.0,64.85,64.85,0.0,28.5
496,APPE102,Apple McIntosh ECO 80/88s,,,LYM,09/17/2018,6779,1,13,CS,13,CS,0.0,0.0,351.0,351.0,0.0,149.33,149.33,0.0,27.0
497,APPE102,Apple McIntosh ECO 80/88s,,,BHO,09/19/2018,6795,4,8,CS,8,CS,0.0,0.0,216.0,216.0,0.0,96.8,96.8,0.0,27.0
498,APPE102,Apple McIntosh ECO 80/88s,,,LYM,09/21/2018,6803,1,23,CS,23,CS,0.0,0.0,621.0,621.0,0.0,51.75,51.75,0.0,27.0
499,APPE102,Apple McIntosh ECO 80/88s,,,LYM,09/21/2018,6810,1,1,CS,1,CS,0.0,0.0,27.0,27.0,0.0,12.26,9.7,-20.88,27.0
500,APPE102,Apple McIntosh ECO 80/88s,,,CLA,09/24/2018,6830,1,13,CS,13,CS,0.0,0.0,351.0,351.0,0.0,181.55,181.55,0.0,27.0
501,APPE102,Apple McIntosh ECO 80/88s,,,LYM,09/26/2018,6829,8,2,CS,2,CS,0.0,0.0,54.0,54.0,0.0,24.39,23.83,-2.3,27.0
502,APPE102,Apple McIntosh ECO 80/88s,,,CLA,09/26/2018,6836,1,9,CS,9,CS,0.0,0.0,243.0,243.0,0.0,109.76,107.27,-2.27,27.0
503,APPE102,Apple McIntosh ECO 80/88s,,,CLA,09/28/2018,6851,1,9,CS,9,CS,0.0,0.0,243.0,243.0,0.0,36.97,25.18,-31.89,27.0
504,APPE102,Apple McIntosh ECO 80/88s,,,CLA,09/28/2018,6856,1,15,CS,15,CS,0.0,0.0,405.0,405.0,0.0,171.12,171.12,0.0,27.0
505,APPE102,Apple McIntosh ECO 80/88s,,,CLA,10/03/2018,6864,1,16,CS,16,CS,0.0,0.0,432.0,432.0,0.0,137.15,137.15,0.0,27.0
506,APPE102,Apple McIntosh ECO 80/88s,,,LYM,10/10/2018,6893,1,17,CS,17,CS,0.0,0.0,484.5,484.5,0.0,97.31,96.74,-0.59,28.5
507,APPE102,Apple McIntosh ECO 80/88s,,,LYM,10/17/2018,6916,1,7,CS,7,CS,0.0,0.0,199.5,199.5,0.0,41.16,14.42,-64.97,28.5
508,APPE102,Apple McIntosh ECO 80/88s,,,LYM,10/24/2018,6936,1,8,CS,8,CS,0.0,0.0,228.0,228.0,0.0,45.61,17.85,-60.86,28.5
509,APPE102,Apple McIntosh ECO 80/88s,,,LYM,10/31/2018,6960,2,12,CS,12,CS,0.0,0.0,342.0,0.0,-100.0,63.65,0.0,-100.0,0.0
584,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/14/2014,1058,2,560,CS,560,CS,0.0,0.0,11480.0,11480.0,0.0,711.2,711.2,0.0,20.5
585,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/17/2014,1065,1,300,CS,300,CS,0.0,0.0,6150.0,6150.0,0.0,0.0,0.0,0.0,20.5
586,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/18/2014,1083,1,875,CS,875,CS,0.0,0.0,17937.5,17937.5,0.0,1111.25,1111.25,0.0,20.5
587,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/19/2014,1103,1,300,CS,270,CS,0.0,-10.0,5535.0,5535.0,0.0,0.0,0.0,0.0,20.5
588,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/24/2014,1127,1,300,CS,300,CS,0.0,0.0,6150.0,6150.0,0.0,0.0,0.0,0.0,20.5
589,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/27/2014,1128,1,875,CS,875,CS,0.0,0.0,17937.5,17937.5,0.0,1111.25,1111.25,0.0,20.5
590,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,09/27/2014,1131,1,315,CS,315,CS,0.0,0.0,6457.5,6457.5,0.0,0.0,0.0,0.0,20.5
591,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/29/2014,1156,1,240,CS,240,CS,0.0,0.0,4920.0,4920.0,0.0,0.0,0.0,0.0,20.5
592,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/30/2014,1158,2,120,CS,120,CS,0.0,0.0,2460.0,2460.0,0.0,0.0,0.0,0.0,20.5
593,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,09/30/2014,1171,2,280,CS,280,CS,0.0,0.0,5740.0,5740.0,0.0,355.6,355.6,0.0,20.5
595,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/03/2014,1204,2,210,CS,210,CS,0.0,0.0,4305.0,4305.0,0.0,0.0,0.0,0.0,20.5
596,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,10/03/2014,1205,2,210,CS,280,CS,0.0,33.33,5740.0,5740.0,0.0,0.0,0.0,0.0,20.5
598,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/04/2014,1211,1,805,CS,805,CS,0.0,0.0,16502.5,16502.5,0.0,1022.35,1022.35,0.0,20.5
599,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/06/2014,1212,3,60,CS,60,CS,0.0,0.0,1101.0,1101.0,0.0,145.35,145.35,0.0,18.35
600,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/08/2014,1255,1,180,CS,180,CS,0.0,0.0,3690.0,3690.0,0.0,0.0,0.0,0.0,20.5
601,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,10/10/2014,1249,1,35,CS,35,CS,0.0,0.0,717.5,717.5,0.0,0.0,0.0,0.0,20.5
602,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/14/2014,1260,2,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
603,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/14/2014,1261,1,180,CS,180,CS,0.0,0.0,3690.0,3690.0,0.0,0.0,0.0,0.0,20.5
604,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/14/2014,1267,1,90,CS,90,CS,0.0,0.0,1651.5,1651.5,0.0,173.76,173.76,0.0,18.35
606,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,10/17/2014,1300,3,140,CS,140,CS,0.0,0.0,2870.0,2870.0,0.0,0.0,0.0,0.0,20.5
607,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/17/2014,1303,2,140,CS,140,CS,0.0,0.0,2870.0,2870.0,0.0,0.0,0.0,0.0,20.5
608,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/18/2014,1299,1,840,CS,840,CS,0.0,0.0,17220.0,17220.0,0.0,1066.8,1066.8,0.0,20.5
609,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/20/2014,1302,2,30,CS,30,CS,0.0,0.0,550.5,550.5,0.0,58.5,58.5,0.0,18.35
610,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/22/2014,1320,3,30,CS,30,CS,0.0,0.0,550.5,550.5,0.0,65.7,65.7,0.0,18.35
611,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/24/2014,1326,5,140,CS,140,CS,0.0,0.0,2870.0,2870.0,0.0,3.25,3.25,0.0,20.5
612,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,10/24/2014,1327,4,140,CS,140,CS,0.0,0.0,2870.0,2870.0,0.0,3.25,3.25,0.0,20.5
613,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/29/2014,1355,3,60,CS,60,CS,0.0,0.0,1101.0,1101.0,0.0,131.39,131.39,0.0,18.35
614,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/31/2014,1323,4,350,CS,315,CS,0.0,-10.0,6457.5,6457.5,0.0,400.05,400.05,0.0,20.5
615,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,11/03/2014,1372,3,140,CS,140,CS,0.0,0.0,2870.0,2870.0,0.0,177.8,177.8,0.0,20.5
616,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/03/2014,1380,1,30,CS,30,CS,0.0,0.0,550.5,550.5,0.0,61.42,61.42,0.0,18.35
617,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/04/2014,1377,4,90,CS,90,CS,0.0,0.0,1845.0,1845.0,0.0,0.0,0.0,0.0,20.5
618,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/05/2014,1408,2,210,CS,210,CS,0.0,0.0,4305.0,4305.0,0.0,0.0,0.0,0.0,20.5
619,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/07/2014,1387,1,60,CS,60,CS,0.0,0.0,1101.0,1101.0,0.0,130.0,130.0,0.0,18.35
620,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/10/2014,1399,1,300,CS,300,CS,0.0,0.0,6150.0,6150.0,0.0,0.0,0.0,0.0,20.5
621,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,11/12/2014,1403,5,140,CS,140,CS,0.0,0.0,2870.0,2870.0,0.0,177.8,177.8,0.0,20.5
622,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/13/2014,1406,1,840,CS,840,CS,0.0,0.0,17220.0,17220.0,0.0,1066.8,1066.8,0.0,20.5
623,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,11/13/2014,1405,6,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
624,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,11/19/2014,1426,5,35,CS,35,CS,0.0,0.0,717.5,717.5,0.0,0.0,0.0,0.0,20.5
625,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,11/20/2014,1427,4,140,CS,140,CS,0.0,0.0,2870.0,2870.0,0.0,0.0,0.0,0.0,20.5
626,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/21/2014,1430,2,71,CS,71,CS,0.0,0.0,1302.85,1302.85,0.0,145.46,145.46,0.0,18.349999999999998
627,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,11/25/2014,1433,5,105,CS,105,CS,0.0,0.0,2152.5,2152.5,0.0,0.0,0.0,0.0,20.5
628,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/28/2014,1436,1,105,CS,105,CS,0.0,0.0,2152.5,2152.5,0.0,0.0,0.0,0.0,20.5
629,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,11/28/2014,1437,3,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
630,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,12/01/2014,1438,4,315,CS,315,CS,0.0,0.0,6457.5,6457.5,0.0,400.05,400.05,0.0,20.5
631,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,12/01/2014,1443,1,90,CS,90,CS,0.0,0.0,1651.5,1651.5,0.0,195.0,195.0,0.0,18.35
632,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,12/09/2014,1453,3,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
633,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/13/2014,1464,1,175,CS,175,CS,0.0,0.0,3587.5,3587.5,0.0,222.25,222.25,0.0,20.5
634,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/15/2014,1462,1,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
635,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,12/16/2014,1468,2,59,CS,59,CS,0.0,0.0,1209.5,1209.5,0.0,0.0,0.0,0.0,20.5
636,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/17/2015,2560,2,350,CS,350,CS,0.0,0.0,7175.0,7175.0,0.0,444.5,444.5,0.0,20.5
637,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/18/2015,2564,1,350,CS,350,CS,0.0,0.0,7175.0,7175.0,0.0,0.0,0.0,0.0,20.5
638,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,09/19/2015,2567,1,1040,CS,1040,CS,0.0,0.0,21320.0,21320.0,0.0,1320.8,1320.8,0.0,20.5
639,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/21/2015,2563,1,875,CS,875,CS,0.0,0.0,17937.5,17937.5,0.0,1111.25,1111.25,0.0,20.5
640,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/21/2015,2565,1,350,CS,240,CS,0.0,-31.43,4920.0,4920.0,0.0,0.0,0.0,0.0,20.5
641,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/26/2015,2667,1,350,CS,350,CS,0.0,0.0,7175.0,7175.0,0.0,0.0,0.0,0.0,20.5
642,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/02/2015,2736,1,105,CS,105,CS,0.0,0.0,2021.25,2021.25,0.0,131.25,131.25,0.0,19.25
643,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/03/2015,2753,1,245,CS,245,CS,0.0,0.0,5022.5,5022.5,0.0,0.0,0.0,0.0,20.5
644,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/08/2015,2805,1,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
645,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/12/2015,2818,1,175,CS,175,CS,0.0,0.0,3368.75,3368.75,0.0,218.75,218.75,0.0,19.25
646,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/12/2015,2826,2,595,CS,595,CS,0.0,0.0,12197.5,12197.5,0.0,0.0,0.0,0.0,20.5
647,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/16/2015,2827,1,280,CS,280,CS,0.0,0.0,5740.0,5740.0,0.0,0.0,0.0,0.0,20.5
648,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/16/2015,2869,2,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,173.95,173.95,0.0,19.25
649,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/20/2015,2900,1,595,CS,595,CS,0.0,0.0,12197.5,12197.5,0.0,0.0,0.0,0.0,20.5
650,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/21/2015,2908,1,217,CS,217,CS,0.0,0.0,4448.5,4448.5,0.0,275.59,275.59,0.0,20.5
651,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/24/2015,2927,1,180,CS,180,CS,0.0,0.0,3690.0,3690.0,0.0,0.0,0.0,0.0,20.5
652,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/26/2015,2932,1,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,175.0,175.0,0.0,19.25
653,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/26/2015,2934,4,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
654,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/28/2015,2945,3,210,CS,210,CS,0.0,0.0,4305.0,4305.0,0.0,266.7,266.7,0.0,20.5
655,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/01/2015,2977,2,350,CS,350,CS,0.0,0.0,7175.0,7175.0,0.0,0.0,0.0,0.0,20.5
656,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,11/04/2015,2976,3,140,CS,140,CS,0.0,0.0,2870.0,2870.0,0.0,177.8,177.8,0.0,20.5
657,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,11/05/2015,2973,2,210,CS,210,CS,0.0,0.0,5197.5,5197.5,0.0,266.7,266.7,0.0,24.75
658,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/06/2015,2978,2,210,CS,210,CS,0.0,0.0,4305.0,4305.0,0.0,0.0,0.0,0.0,20.5
659,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/06/2015,2991,1,140,CS,140,CS,0.0,0.0,2695.0,2695.0,0.0,175.0,175.0,0.0,19.25
660,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/09/2015,2996,1,175,CS,175,CS,0.0,0.0,3587.5,3587.5,0.0,0.0,0.0,0.0,20.5
661,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/09/2015,3007,2,90,CS,90,CS,0.0,0.0,1732.5,1732.5,0.0,112.5,112.5,0.0,19.25
662,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/10/2015,3022,2,120,CS,120,CS,0.0,0.0,2460.0,2460.0,0.0,0.0,0.0,0.0,20.5
663,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,11/11/2015,3016,2,700,CS,700,CS,0.0,0.0,14350.0,14350.0,0.0,889.0,889.0,0.0,20.5
664,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/16/2015,3033,1,60,CS,60,CS,0.0,0.0,1155.0,1155.0,0.0,75.0,75.0,0.0,19.25
665,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,11/17/2015,3017,1,210,CS,210,CS,0.0,0.0,4305.0,4305.0,0.0,0.0,0.0,0.0,20.5
666,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/20/2015,3057,1,60,CS,60,CS,0.0,0.0,1155.0,1155.0,0.0,74.31,74.31,0.0,19.25
667,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/21/2015,3045,2,770,CS,805,CS,0.0,4.55,16502.5,16502.5,0.0,0.0,0.0,0.0,20.5
668,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/23/2015,3064,1,150,CS,150,CS,0.0,0.0,2887.5,2887.5,0.0,187.5,187.5,0.0,19.25
669,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/24/2015,3046,2,180,CS,180,CS,0.0,0.0,3690.0,3690.0,0.0,0.0,0.0,0.0,20.5
670,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,11/30/2015,3066,2,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
671,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/30/2015,3079,2,60,CS,60,CS,0.0,0.0,1155.0,1155.0,0.0,75.0,75.0,0.0,19.25
672,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/01/2015,3067,1,120,CS,120,CS,0.0,0.0,2460.0,2460.0,0.0,0.0,0.0,0.0,20.5
673,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,12/04/2015,3088,1,30,CS,30,CS,0.0,0.0,577.5,577.5,0.0,37.5,37.5,0.0,19.25
674,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,12/07/2015,3095,1,60,CS,60,CS,0.0,0.0,1155.0,1155.0,0.0,75.0,75.0,0.0,19.25
675,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,12/08/2015,3097,2,455,CS,455,CS,0.0,0.0,9327.5,9327.5,0.0,577.85,577.85,0.0,20.5
676,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/12/2015,3104,2,90,CS,90,CS,0.0,0.0,1845.0,1845.0,0.0,0.0,0.0,0.0,20.5
677,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/15/2015,3110,1,385,CS,420,CS,0.0,9.09,8610.0,8610.0,0.0,0.0,0.0,0.0,20.5
678,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,12/17/2015,3116,6,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,88.9,88.9,0.0,20.5
679,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,12/18/2015,3105,1,105,CS,105,CS,0.0,0.0,2021.25,2021.25,0.0,131.25,131.25,0.0,19.25
680,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,12/22/2015,3119,1,385,CS,385,CS,0.0,0.0,7892.5,7892.5,0.0,488.95,488.95,0.0,20.5
681,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/22/2015,3130,1,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
682,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,12/24/2015,3114,1,85,CS,85,CS,0.0,0.0,1636.25,1636.25,0.0,762.0,762.0,0.0,19.25
683,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,12/28/2015,3122,2,105,CS,105,CS,0.0,0.0,2152.5,2152.5,0.0,133.35,133.35,0.0,20.5
684,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,12/28/2015,3137,1,60,CS,60,CS,0.0,0.0,1155.0,1155.0,0.0,776.1,776.1,0.0,19.25
685,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,12/29/2015,3118,1,105,CS,105,CS,0.0,0.0,2152.5,2152.5,0.0,0.0,0.0,0.0,20.5
686,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,01/04/2016,3138,1,150,CS,150,CS,0.0,0.0,2887.5,2887.5,0.0,187.5,187.5,0.0,19.25
687,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,01/06/2016,3146,1,455,CS,455,CS,0.0,0.0,9327.5,9327.5,0.0,0.0,0.0,0.0,20.5
688,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,01/06/2016,3148,1,525,CS,525,CS,0.0,0.0,10762.5,10762.5,0.0,0.0,0.0,0.0,20.5
689,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,01/14/2016,3149,1,664,CS,664,CS,0.0,0.0,13612.0,13612.0,0.0,843.28,843.28,0.0,20.5
690,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,01/22/2016,3173,1,35,CS,35,CS,0.0,0.0,717.5,717.5,0.0,0.0,0.0,0.0,20.5
691,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,01/23/2016,3164,1,525,CS,525,CS,0.0,0.0,10762.5,10762.5,0.0,666.75,666.75,0.0,20.5
692,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,01/27/2016,3178,2,175,CS,175,CS,0.0,0.0,3587.5,3587.5,0.0,0.0,0.0,0.0,20.5
693,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,01/29/2016,3182,3,210,CS,210,CS,0.0,0.0,4095.0,4095.0,0.0,266.7,266.7,0.0,19.5
694,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,02/05/2016,3186,1,490,CS,490,CS,0.0,0.0,10045.0,10045.0,0.0,622.3,622.3,0.0,20.5
695,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,02/05/2016,3191,1,120,CS,120,CS,0.0,0.0,2460.0,2460.0,0.0,0.0,0.0,0.0,20.5
696,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,02/12/2016,3204,1,210,CS,210,CS,0.0,0.0,4305.0,4305.0,0.0,0.0,0.0,0.0,20.5
697,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,02/19/2016,3209,2,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
698,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,02/27/2016,3218,1,120,CS,120,CS,0.0,0.0,2460.0,2460.0,0.0,0.0,0.0,0.0,20.5
699,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,03/01/2016,3222,1,175,CS,175,CS,0.0,0.0,3587.5,3587.5,0.0,0.0,0.0,0.0,20.5
700,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,03/02/2016,3217,2,455,CS,455,CS,0.0,0.0,9327.5,9327.5,0.0,577.85,577.85,0.0,20.5
701,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,03/03/2016,3221,1,105,CS,105,CS,0.0,0.0,2152.5,2152.5,0.0,133.35,133.35,0.0,20.5
702,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,03/09/2016,3238,1,140,CS,140,CS,0.0,0.0,2870.0,2870.0,0.0,0.0,0.0,0.0,20.5
703,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,03/11/2016,3241,1,150,CS,150,CS,0.0,0.0,3075.0,3075.0,0.0,0.0,0.0,0.0,20.5
