,Itemcode,Item Description,Brand,Pack-size,Vendor ID,Receive Date,PO Number,PO Line #,Ordered Quantity,Order UOM,Received Quantity,Rec. UOM,Weight (LB),Variance (Quantity),Estimate Inventory Cost,Actual Inventory Cost,Variance (Inventory Cost),Estimate Add-on Cost,Actual Add-on Cost,Variance (Add-on Cost),Price per Case ($)
704,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,03/16/2016,3247,1,630,CS,630,CS,0.0,0.0,12915.0,12915.0,0.0,800.1,800.1,0.0,20.5
705,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,03/19/2016,3244,1,180,CS,180,CS,0.0,0.0,3690.0,3690.0,0.0,0.0,0.0,0.0,20.5
706,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,03/25/2016,3270,1,30,CS,30,CS,0.0,0.0,577.5,577.5,0.0,37.5,37.5,0.0,19.25
707,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,03/25/2016,3271,2,175,CS,175,CS,0.0,0.0,3587.5,3587.5,0.0,0.0,0.0,0.0,20.5
708,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,03/28/2016,3266,1,490,CS,490,CS,0.0,0.0,10045.0,10045.0,0.0,622.3,622.3,0.0,20.5
709,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,03/30/2016,3274,1,150,CS,150,CS,0.0,0.0,3075.0,3075.0,0.0,0.0,0.0,0.0,20.5
710,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,04/01/2016,3282,2,35,CS,35,CS,0.0,0.0,717.5,717.5,0.0,0.0,0.0,0.0,20.5
711,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,04/08/2016,3308,1,210,CS,210,CS,0.0,0.0,4305.0,4305.0,0.0,0.0,0.0,0.0,20.5
712,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,04/08/2016,3309,1,30,CS,30,CS,0.0,0.0,577.5,577.5,0.0,37.5,37.5,0.0,19.25
713,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,04/14/2016,3315,1,560,CS,560,CS,0.0,0.0,11480.0,11480.0,0.0,711.2,711.2,0.0,20.5
714,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,04/15/2016,3324,1,350,CS,350,CS,0.0,0.0,7175.0,7175.0,0.0,444.5,444.5,0.0,20.5
715,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,04/18/2016,3319,1,23,CS,23,CS,0.0,0.0,442.75,442.75,0.0,28.75,28.75,0.0,19.25
716,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,04/20/2016,3333,2,105,CS,105,CS,0.0,0.0,2152.5,2152.5,0.0,133.35,133.35,0.0,20.5
717,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,04/22/2016,3334,2,420,CS,420,CS,0.0,0.0,8190.0,8190.0,0.0,533.4,533.4,0.0,19.5
718,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,04/22/2016,3335,1,180,CS,180,CS,0.0,0.0,3690.0,3690.0,0.0,0.0,0.0,0.0,20.5
719,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,04/27/2016,3348,2,210,CS,210,CS,0.0,0.0,4305.0,4305.0,0.0,266.7,266.7,0.0,20.5
720,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,04/29/2016,3347,1,30,CS,30,CS,0.0,0.0,577.5,577.5,0.0,37.5,37.5,0.0,19.25
721,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,04/29/2016,3350,1,420,CS,420,CS,0.0,0.0,8610.0,8610.0,0.0,533.4,533.4,0.0,20.5
722,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,04/29/2016,3351,1,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
723,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,05/04/2016,3369,1,70,CS,70,CS,0.0,0.0,1435.0,1435.0,0.0,0.0,0.0,0.0,20.5
724,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,05/05/2016,3353,1,630,CS,630,CS,0.0,0.0,12915.0,12915.0,0.0,800.1,800.1,0.0,20.5
725,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,05/10/2016,3365,1,180,CS,180,CS,0.0,0.0,3690.0,3690.0,0.0,0.0,0.0,0.0,20.5
726,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,05/11/2016,3372,3,240,CS,240,CS,0.0,0.0,4920.0,4920.0,0.0,304.8,304.8,0.0,20.5
727,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,05/13/2016,3370,1,245,CS,245,CS,0.0,0.0,5022.5,5022.5,0.0,0.0,0.0,0.0,20.5
728,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,05/13/2016,3390,1,30,CS,30,CS,0.0,0.0,577.5,577.5,0.0,37.5,37.5,0.0,19.25
729,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,05/17/2016,3362,2,350,CS,350,CS,0.0,0.0,7175.0,7175.0,0.0,444.5,444.5,0.0,20.5
730,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,05/18/2016,3393,1,210,CS,175,CS,0.0,-16.67,3587.5,3587.5,0.0,0.0,0.0,0.0,20.5
731,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,05/21/2016,3411,1,350,CS,350,CS,0.0,0.0,6475.0,6475.0,0.0,700.0,700.0,0.0,18.5
732,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,05/25/2016,3395,1,240,CS,345,CS,0.0,43.75,7072.5,7072.5,0.0,438.15,438.15,0.0,20.5
733,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,05/29/2016,3401,1,105,CS,105,CS,0.0,0.0,2152.5,2152.5,0.0,133.35,133.35,0.0,20.5
734,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,05/29/2016,3414,1,350,CS,350,CS,0.0,0.0,6475.0,6475.0,0.0,1144.5,1144.5,0.0,18.5
735,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,05/31/2016,3413,2,105,CS,105,CS,0.0,0.0,1942.5,1942.5,0.0,210.0,210.0,0.0,18.5
736,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,06/01/2016,3431,1,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,306.25,306.25,0.0,19.25
738,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,06/06/2016,3432,1,300,CS,290,CS,0.0,-3.33,5582.5,5582.5,0.0,362.5,362.5,0.0,19.25
739,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,06/09/2016,3448,1,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,262.5,262.5,0.0,19.25
740,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,06/10/2016,3447,1,770,CS,839,CS,0.0,8.96,17199.5,17199.5,0.0,1065.53,1065.53,0.0,20.5
741,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,06/14/2016,3449,1,300,CS,300,CS,0.0,0.0,5775.0,5775.0,0.0,375.0,375.0,0.0,19.25
742,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,06/20/2016,3489,1,300,CS,300,CS,0.0,0.0,5775.0,5775.0,0.0,375.0,375.0,0.0,19.25
743,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,06/28/2016,3516,1,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,262.5,262.5,0.0,19.25
744,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,07/05/2016,3553,1,240,CS,240,CS,0.0,0.0,4620.0,4620.0,0.0,300.0,300.0,0.0,19.25
745,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,07/12/2016,3586,1,240,CS,240,CS,0.0,0.0,4620.0,4620.0,0.0,300.0,300.0,0.0,19.25
746,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,07/19/2016,3653,1,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,150.0,150.0,0.0,19.25
747,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,07/27/2016,3697,1,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,150.0,150.0,0.0,19.25
748,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,08/02/2016,3710,1,120,CS,120,CS,0.0,0.0,2310.0,2310.0,0.0,150.0,150.0,0.0,19.25
749,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,08/09/2016,3711,1,210,CS,210,CS,0.0,0.0,4042.5,4042.5,0.0,262.5,262.5,0.0,19.25
750,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,08/16/2016,3841,1,240,CS,210,CS,0.0,-12.5,4042.5,4042.5,0.0,262.5,262.5,0.0,19.25
751,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CHP,08/24/2016,3908,1,90,CS,90,CS,0.0,0.0,1732.5,1732.5,0.0,112.5,112.5,0.0,19.25
752,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,KLK,09/23/2016,4152,2,175,CS,175,CS,0.0,0.0,3543.75,3543.75,0.0,611.21,611.21,0.0,20.25
753,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,KLK,09/24/2016,4153,2,700,CS,700,CS,0.0,0.0,15050.0,15050.0,0.0,0.0,0.0,0.0,21.5
754,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,09/24/2016,4181,1,840,CS,840,CS,0.0,0.0,16590.0,16590.0,0.0,2466.8,2466.8,0.0,19.75
755,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/24/2016,4185,1,360,CS,360,CS,0.0,0.0,7740.0,7740.0,0.0,0.0,0.0,0.0,21.5
756,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,BHO,09/26/2016,4182,1,140,CS,140,CS,0.0,0.0,2835.0,2835.0,0.0,175.0,175.0,0.0,20.25
757,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,09/30/2016,4228,1,175,CS,175,CS,0.0,0.0,3762.5,3762.5,0.0,0.0,0.0,0.0,21.5
758,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/01/2016,4229,1,360,CS,360,CS,0.0,0.0,7740.0,7740.0,0.0,0.0,0.0,0.0,21.5
759,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/01/2016,4243,1,175,CS,175,CS,0.0,0.0,3762.5,3762.5,0.0,222.25,222.25,0.0,21.5
760,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/03/2016,4250,1,70,CS,70,CS,0.0,0.0,1417.5,1417.5,0.0,87.5,87.5,0.0,20.25
761,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,KLK,10/03/2016,4251,2,70,CS,70,CS,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,20.0
762,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/03/2016,4252,1,889,CS,889,CS,0.0,0.0,19113.5,19113.5,0.0,0.0,0.0,0.0,21.5
763,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/05/2016,4271,2,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,0.0,0.0,0.0,21.5
764,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,10/06/2016,4244,1,840,CS,840,CS,0.0,0.0,16590.0,16590.0,0.0,2466.8,2466.8,0.0,19.75
766,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/10/2016,4323,1,168,CS,168,CS,0.0,0.0,3612.0,3612.0,0.0,213.36,213.36,0.0,21.5
767,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,BHO,10/12/2016,4318,1,70,CS,70,CS,0.0,0.0,1417.5,1417.5,0.0,87.5,87.5,0.0,20.25
768,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/12/2016,4324,1,126,CS,126,CS,0.0,0.0,2709.0,2709.0,0.0,0.0,0.0,0.0,21.5
769,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/13/2016,4320,1,105,CS,105,CS,0.0,0.0,2257.5,2257.5,0.0,0.0,0.0,0.0,21.5
770,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/15/2016,4333,2,35,CS,35,CS,0.0,0.0,708.75,708.75,0.0,21.88,21.88,0.0,20.25
771,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/17/2016,4325,2,84,CS,84,CS,0.0,0.0,1806.0,1806.0,0.0,0.0,0.0,0.0,21.5
772,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/21/2016,4379,2,35,CS,35,CS,0.0,0.0,708.75,708.75,0.0,43.75,43.75,0.0,20.25
773,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/22/2016,4393,1,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,266.7,266.7,0.0,21.5
774,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/22/2016,4399,1,175,CS,175,CS,0.0,0.0,3762.5,3762.5,0.0,0.0,0.0,0.0,21.5
775,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/25/2016,4380,1,44,CS,44,CS,0.0,0.0,891.0,891.0,0.0,55.0,55.0,0.0,20.25
776,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/25/2016,4396,1,504,CS,504,CS,0.0,0.0,10836.0,10836.0,0.0,640.08,640.08,0.0,21.5
777,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/25/2016,4415,5,42,CS,42,CS,0.0,0.0,903.0,903.0,0.0,50.2,50.2,0.0,21.5
778,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/27/2016,4418,2,175,CS,175,CS,0.0,0.0,3762.5,3762.5,0.0,0.0,0.0,0.0,21.5
779,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,11/01/2016,4450,1,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,315.19,315.19,0.0,21.5
780,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/01/2016,4463,1,378,CS,378,CS,0.0,0.0,8127.0,8127.0,0.0,986.31,986.31,0.0,21.5
781,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/02/2016,4464,1,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,0.0,0.0,0.0,21.5
782,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,BHO,11/02/2016,4467,2,112,CS,112,CS,0.0,0.0,2296.0,2296.0,0.0,244.57,244.57,0.0,20.5
783,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,11/08/2016,4483,2,420,CS,420,CS,0.0,0.0,8505.0,8505.0,0.0,1076.88,1076.88,0.0,20.25
784,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/09/2016,4484,2,48,CS,48,CS,0.0,0.0,972.0,972.0,0.0,60.0,60.0,0.0,20.25
785,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/11/2016,4493,1,22,CS,22,CS,0.0,0.0,445.5,445.5,0.0,27.5,27.5,0.0,20.25
786,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/11/2016,4496,1,105,CS,105,CS,0.0,0.0,2257.5,2257.5,0.0,0.0,0.0,0.0,21.5
787,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/11/2016,4498,1,1008,CS,966,CS,0.0,-4.17,20769.0,20769.0,0.0,0.0,0.0,0.0,21.5
788,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/15/2016,4497,1,350,CS,350,CS,0.0,0.0,7525.0,7525.0,0.0,0.0,0.0,0.0,21.5
789,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/18/2016,4527,2,70,CS,70,CS,0.0,0.0,1417.5,1417.5,0.0,141.89,141.89,0.0,20.25
790,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/21/2016,4521,1,350,CS,350,CS,0.0,0.0,7525.0,7525.0,0.0,0.0,0.0,0.0,21.5
791,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,11/21/2016,4528,2,105,CS,105,CS,0.0,0.0,2126.25,2126.25,0.0,131.25,131.25,0.0,20.25
792,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/26/2016,4523,1,1008,CS,1008,CS,0.0,0.0,21672.0,21672.0,0.0,1280.16,1280.16,0.0,21.5
793,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,11/29/2016,4522,1,245,CS,245,CS,0.0,0.0,5267.5,5267.5,0.0,0.0,0.0,0.0,21.5
794,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,12/02/2016,4552,1,35,CS,35,CS,0.0,0.0,717.5,717.5,0.0,22.25,22.25,0.0,20.5
795,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,12/05/2016,4560,1,105,CS,105,CS,0.0,0.0,2152.5,2152.5,0.0,131.25,131.25,0.0,20.5
796,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/06/2016,4562,1,245,CS,245,CS,0.0,0.0,5267.5,5267.5,0.0,0.0,0.0,0.0,21.5
797,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/10/2016,4563,1,1008,CS,1008,CS,0.0,0.0,21672.0,21672.0,0.0,1280.16,1280.16,0.0,21.5
798,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,12/12/2016,4570,1,44,CS,44,CS,0.0,0.0,891.0,891.0,0.0,55.0,55.0,0.0,20.25
799,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,12/14/2016,4569,1,294,CS,294,CS,0.0,0.0,6321.0,6321.0,0.0,0.0,0.0,0.0,21.5
800,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,12/15/2016,4572,1,462,CS,462,CS,0.0,0.0,9933.0,9933.0,0.0,586.74,586.74,0.0,21.5
801,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/20/2016,4580,1,245,CS,245,CS,0.0,0.0,5267.5,5267.5,0.0,0.0,0.0,0.0,21.5
802,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,12/27/2016,4581,1,1008,CS,1008,CS,0.0,0.0,21672.0,21672.0,0.0,1280.16,1280.16,0.0,21.5
803,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,12/28/2016,4587,1,294,CS,294,CS,0.0,0.0,6321.0,6321.0,0.0,0.0,0.0,0.0,21.5
804,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,01/03/2017,4599,1,252,CS,252,CS,0.0,0.0,5418.0,5418.0,0.0,0.0,0.0,0.0,21.5
805,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,01/06/2017,4603,1,70,CS,70,CS,0.0,0.0,1505.0,1505.0,0.0,0.0,0.0,0.0,21.5
806,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,01/12/2017,4602,1,1008,CS,1008,CS,0.0,0.0,21672.0,21672.0,0.0,1280.16,1280.16,0.0,21.5
807,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,01/12/2017,4610,1,378,CS,378,CS,0.0,0.0,8127.0,8127.0,0.0,0.0,0.0,0.0,21.5
808,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,01/18/2017,4619,1,1008,CS,1008,CS,0.0,0.0,21672.0,21672.0,0.0,1280.16,1280.16,0.0,21.5
809,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,01/18/2017,4621,1,378,CS,378,CS,0.0,0.0,8127.0,8127.0,0.0,0.0,0.0,0.0,21.5
810,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,01/23/2017,4628,1,126,CS,126,CS,0.0,0.0,2709.0,2709.0,0.0,160.02,160.02,0.0,21.5
812,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,01/27/2017,4634,1,504,CS,504,CS,0.0,0.0,10836.0,10836.0,0.0,640.08,640.08,0.0,21.5
813,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,01/27/2017,4635,1,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,581.7,581.7,0.0,21.5
814,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,02/03/2017,4647,1,245,CS,245,CS,0.0,0.0,4900.0,4900.0,0.0,1436.15,1436.15,0.0,20.0
815,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,02/09/2017,4653,1,756,CS,756,CS,0.0,0.0,17577.0,17577.0,0.0,960.12,960.12,0.0,23.25
816,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,02/10/2017,4654,1,315,CS,315,CS,0.0,0.0,6300.0,6300.0,0.0,1600.05,1600.05,0.0,20.0
817,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,02/16/2017,4658,1,245,CS,245,CS,0.0,0.0,4900.0,4900.0,0.0,1146.15,1146.15,0.0,20.0
818,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,02/27/2017,4660,1,245,CS,245,CS,0.0,0.0,4900.0,4900.0,0.0,1146.15,1146.15,0.0,20.0
819,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,03/06/2017,4680,1,245,CS,245,CS,0.0,0.0,4900.0,4900.0,0.0,1146.15,1146.15,0.0,20.0
820,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,KLK,09/09/2017,5473,1,910,CS,910,CS,0.0,0.0,18655.0,18655.0,0.0,2165.0,2165.0,0.0,20.5
821,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,09/09/2017,5474,1,350,CS,350,CS,0.0,0.0,7000.0,7000.0,0.0,900.0,900.0,0.0,20.0
822,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,09/13/2017,5488,1,350,CS,350,CS,0.0,0.0,7000.0,7000.0,0.0,1080.0,1080.0,0.0,20.0
823,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,09/15/2017,5542,1,350,CS,350,CS,0.0,0.0,7000.0,7000.0,0.0,1185.0,1185.0,0.0,20.0
824,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,KLK,09/15/2017,5543,1,350,CS,350,CS,0.0,0.0,7175.0,7175.0,0.0,847.58,847.58,0.0,20.5
825,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/16/2017,5490,1,350,CS,350,CS,0.0,0.0,7525.0,7525.0,0.0,360.0,360.0,0.0,21.5
826,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/16/2017,5491,1,1008,CS,1008,CS,0.0,0.0,21672.0,21672.0,0.0,1512.0,1512.0,0.0,21.5
827,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,BHO,09/18/2017,5563,3,105,CS,105,CS,0.0,0.0,2100.0,2100.0,0.0,416.01,416.01,0.0,20.0
828,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,09/20/2017,5588,2,70,CS,70,CS,0.0,0.0,1400.0,1400.0,0.0,158.57,158.57,0.0,20.0
829,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/20/2017,5594,1,672,CS,672,CS,0.0,0.0,14448.0,14448.0,0.0,1008.0,1008.0,0.0,21.5
830,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,KLK,09/22/2017,5593,2,245,CS,245,CS,0.0,0.0,5022.5,5022.5,0.0,568.75,568.75,0.0,20.5
831,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUL,09/23/2017,5592,2,665,CS,665,CS,0.0,0.0,13300.0,13300.0,0.0,2002.97,2002.97,0.0,20.0
832,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,09/26/2017,5638,1,210,CS,210,CS,0.0,0.0,4200.0,4200.0,0.0,240.0,240.0,0.0,20.0
833,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,BHO,09/27/2017,5640,1,210,CS,210,CS,0.0,0.0,4200.0,4200.0,0.0,480.0,480.0,0.0,20.0
834,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,09/27/2017,5659,1,420,CS,420,CS,0.0,0.0,9030.0,9030.0,0.0,630.0,630.0,0.0,21.5
835,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,09/28/2017,5657,1,350,CS,350,CS,0.0,0.0,7525.0,7525.0,0.0,290.32,290.32,0.0,21.5
836,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,09/28/2017,5660,1,924,CS,966,CS,0.0,4.55,20769.0,20769.0,0.0,2790.67,2790.67,0.0,21.5
837,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,09/29/2017,5658,2,210,CS,210,CS,0.0,0.0,4200.0,4200.0,0.0,489.43,489.43,0.0,20.0
838,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,10/06/2017,5720,3,70,CS,70,CS,0.0,0.0,1400.0,1400.0,0.0,161.6,161.6,0.0,20.0
839,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/09/2017,5735,1,649,CS,649,CS,0.0,0.0,13953.5,13953.5,0.0,973.5,973.5,0.0,21.5
840,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,10/09/2017,5766,1,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,253.28,253.28,0.0,21.5
841,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,10/16/2017,5783,1,175,CS,175,CS,0.0,0.0,3500.0,3500.0,0.0,400.0,400.0,0.0,20.0
842,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/16/2017,5785,1,840,CS,840,CS,0.0,0.0,18060.0,18060.0,0.0,1260.0,1260.0,0.0,21.5
843,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,CLA,10/17/2017,5784,2,420,CS,420,CS,0.0,0.0,9030.0,9030.0,0.0,630.0,630.0,0.0,21.5
844,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/18/2017,5796,2,175,CS,175,CS,0.0,0.0,3500.0,3500.0,0.0,450.0,450.0,0.0,20.0
845,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/20/2017,5788,1,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,315.0,315.0,0.0,21.5
846,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,10/20/2017,5813,1,350,CS,350,CS,0.0,0.0,7000.0,7000.0,0.0,900.0,900.0,0.0,20.0
847,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,SUN,10/20/2017,5799,4,290,CS,290,CS,0.0,0.0,6235.0,6235.0,0.0,435.0,435.0,0.0,21.5
848,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,10/23/2017,5858,3,175,CS,175,CS,0.0,0.0,3500.0,3500.0,0.0,396.18,396.18,0.0,20.0
849,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ORB,10/25/2017,5861,5,210,CS,210,CS,0.0,0.0,4515.0,4515.0,0.0,152.53,152.53,0.0,21.5
850,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,ROG,10/27/2017,5889,1,175,CS,175,CS,0.0,0.0,3500.0,3500.0,0.0,790.28,790.28,0.0,20.0
851,APPE11,Apple McIntosh ECO tote 10/4#,TJ,,LYM,10/27/2017,5891,3,35,CS,35,CS,0.0,0.0,700.0,700.0,0.0,52.5,52.5,0.0,20.0
