"School District",SchoolName,Enrollment,AvgDailyAtt,FreeApps,ReducedApps,"Total F/R Apps","F/R ADA","F/R %","Paid ADA",LunchDays,LunchPaid,LunchFree,LunchReduced,"Total F/R Lunches","Total Lunches","Lunch ADP","Total Lunch Participation","F/R Lunch ADP","F/R Lunch Participation","Paid Lunch ADP","Paid Lunch Participation",BreakfastDays,BrkPaid,BrkFree,BrkReduced,BrkSvrNeedFree,BrkSvrNeedReduced,"Total F/R Breakfasts","Total Breakfasts","Breakfast ADP","Total Breakfast Participation","F/R Breakfast ADP","F/R Breakfast Participation","Paid Breakfast ADP","Paid Breakfast Participation","How many kids eligible for F/R ate lunch but not school breakfast?","Percentage of students eligible for F/R meals who eat both breakfast and lunch ","MSBC Goal","Breakfast ADP needed to reach goal ","Increase in breakfast ADP to reach goal ","Progress toward achieving MSBC goal","Breakfast Paid %","Breakfast Free %","Breakfast Reduced %","Breakfast Severe Free %","Breakfast Severe Reduced %","Estimated additional annual revenue if MSBC goal reached","CEP Eligible",County
"Narragansett Regional School District","NARRAGANSETT REG HIGH",973,945,336,51,387,375.86330935251794,0.3977389516957862,569.1366906474819,19,2288,3342,404,3746,6034,317.57894736842104,0.33606237816764134,197.1578947368421,0.5245467962182229,120.42105263157895,0.2115854672707556,19,239,0,0,991,52,1043,1282,67.47368421052632,0.07140072403230298,54.89473684210526,0.14604973530582127,12.578947368421053,0.022101803617880503,142.26315789473685,0.27843032568072607,0.5,473,405.5263157894737,0.1426504951596751,0.18642745709828393,0,0,0.7730109204368175,0.0405616224648986,111272.56190984485,"Not Eligible",
"Narragansett Regional School District","TEMPLETON CENTER",170,161,52,6,58,54.92941176470588,0.3411764705882353,106.07058823529411,19,512,531,43,574,1086,57.1578947368421,0.35501797973193855,30.210526315789473,0.5499881638128304,26.94736842105263,0.2540512772614767,19,174,0,0,245,15,260,434,22.842105263157894,0.14187643020594964,13.68421052631579,0.24912355852149112,9.157894736842104,0.08633773875682996,16.526315789473685,0.4529616724738676,0.5,81,58.15789473684211,0.2820012995451592,0.4009216589861751,0,0,0.5645161290322581,0.03456221198156682,12593.462284744119,"Not Eligible",
"Nashoba Regional School District","CENTER ELEMENTARY SCHOOL",577,535,15,5,20,18.544194107452338,0.03466204506065858,516.4558058925477,18,2806,152,26,178,2984,165.77777777777777,0.30986500519210797,9.88888888888889,0.5332606438213916,155.88888888888889,0.30184361780865077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88888888888889,0,0.25,134,134,0,0,0,0,0,0,0,"Not Eligible",
"Nashoba Regional School District","DARNELL SCHOOL",23,23,8,0,8,8,0.34782608695652173,15,18,68,126,0,126,194,10.777777777777779,0.46859903381642515,7,0.875,3.7777777777777777,0.2518518518518518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.5,12,12,0,0,0,0,0,0,0,"Not Eligible",
"Nashoba Regional School District","FLORENCE SAWYER SCHOOL",784,718,19,6,25,22.89540816326531,0.03188775510204082,695.1045918367347,18,3476,201,72,273,3749,208.27777777777777,0.29008047044258745,15.166666666666666,0.6624326833797585,193.11111111111111,0.2778159047990706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.166666666666666,0,0.25,180,180,0,0,0,0,0,0,0,"Not Eligible",
"Nashoba Regional School District","HALE MIDDLE SCHOOL",303,289,10,1,11,10.491749174917492,0.036303630363036306,278.5082508250825,18,1912,139,18,157,2069,114.94444444444444,0.39773164167627834,8.722222222222221,0.8313410925867671,106.22222222222223,0.38139703907348604,18,112,13,0,0,0,13,125,6.944444444444445,0.024029219530949636,0.7222222222222222,0.06883716053266226,6.222222222222222,0.022341249150748133,7.999999999999999,0.08280254777070065,0.25,72,65.05555555555556,0.09645061728395062,0.896,0.104,0,0,0,4913.516,"Not Eligible",
"Nashoba Regional School District","LUTHER BURBANK MIDDLE SCHOOL",253,233,29,8,37,34.07509881422925,0.14624505928853754,198.92490118577075,18,1182,329,127,456,1638,91,0.3905579399141631,25.333333333333332,0.7434559022541855,65.66666666666667,0.3301078259948074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.333333333333332,0,0.25,58,58,0,0,0,0,0,0,0,"Not Eligible",
"Nashoba Regional School District","MARY ROWLANDSON ELEMENTARY",487,449,60,9,69,63.61601642710472,0.14168377823408623,385.38398357289526,18,2644,815,152,967,3611,200.61111111111111,0.4467953476862163,53.72222222222222,0.8444763636494053,146.88888888888889,0.38114943835257986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.72222222222222,0,0.25,112,112,0,0,0,0,0,0,0,"Not Eligible",
"Nashoba Regional School District","NASHOBA REGIONAL HIGH",1013,933,37,14,51,46.972359328726554,0.050345508390918066,886.0276406712734,18,4829,358,203,561,5390,299.44444444444446,0.32094795760390615,31.166666666666668,0.6635107776586877,268.27777777777777,0.3027871428192972,19,519,198,44,0,0,242,761,40.05263157894737,0.04292886557229086,12.736842105263158,0.27115610727847295,27.31578947368421,0.03082950036749326,18.42982456140351,0.4086687306501548,0.25,233,192.94736842105263,0.1718997063474136,0.6819973718791065,0.26018396846254926,0.05781865965834428,0,0,23722.638080088524,"Not Eligible",
"Nashoba Valley Tech High School","NASHOBA VALLEY TECH HIGH SCH",699,663,135,58,193,183.06008583690988,0.2761087267525036,479.9399141630901,17,3366,1420,487,1907,5273,310.1764705882353,0.46783781385857515,112.17647058823529,0.6127849775410598,198,0.41255164273067085,18,336,461,101,0,0,562,898,49.888888888888886,0.07524719289425172,31.22222222222222,0.17055723578125284,18.666666666666668,0.03889375756383429,80.95424836601308,0.27833129406280954,0.25,166,116.11111111111111,0.3005354752342704,0.3741648106904232,0.5133630289532294,0.11247216035634744,0,0,22017.149220489977,"Not Eligible",
"Natick Public Schools",ACCEPT,50,48,19,2,21,20.16,0.42,27.84,17,116,240,12,252,368,21.647058823529413,0.45098039215686275,14.823529411764707,0.7352941176470589,6.823529411764706,0.24509803921568626,17,69,60,0,0,0,60,129,7.588235294117647,0.15808823529411764,3.5294117647058822,0.17507002801120447,4.0588235294117645,0.14579107505070993,11.294117647058824,0.23809523809523808,0.5,24,16.411764705882355,0.3161764705882353,0.5348837209302325,0.46511627906976744,0,0,0,2466.344733242134,"Not Eligible",
"Natick Public Schools","BENNETT HEMENWAY",590,571,55,1,56,54.19661016949152,0.09491525423728814,516.8033898305084,17,3747,552,12,564,4311,253.58823529411765,0.4441124961368085,33.1764705882353,0.6121502891874789,220.41176470588235,0.4264905552925435,17,235,49,1,0,0,50,285,16.764705882352942,0.029360255485731946,2.9411764705882355,0.05426864265846444,13.823529411764707,0.026748139976980976,30.23529411764706,0.08865248226950355,0.25,143,126.23529411764706,0.1172357054709996,0.8245614035087719,0.17192982456140352,0.0035087719298245615,0,0,11424.958513931888,"Not Eligible",
"Natick Public Schools",BROWN,526,509,86,8,94,90.96197718631178,0.17870722433460076,418.0380228136882,17,2467,889,66,955,3422,201.2941176470588,0.3954697792673061,56.1764705882353,0.6175818987880234,145.11764705882354,0.3471398273345575,17,113,96,0,0,0,96,209,12.294117647058824,0.02415347278400555,5.647058823529412,0.06208153118706832,6.647058823529412,0.015900608224079855,50.529411764705884,0.10052356020942409,0.25,127,114.70588235294117,0.09680407596109311,0.5406698564593302,0.45933014354066987,0,0,0,17100.506614128906,"Not Eligible",
"Natick Public Schools","J F KENNEDY JUNIOR HIGH",641,623,79,7,86,83.58502340093604,0.13416536661466458,539.414976599064,17,3105,879,60,939,4044,237.88235294117646,0.3818336323293362,55.23529411764706,0.6608276443579784,182.64705882352942,0.33860212776273585,17,378,269,16,0,0,285,663,39,0.06260032102728733,16.764705882352942,0.20057069077957812,22.235294117647058,0.04122112859720262,38.470588235294116,0.3035143769968051,0.25,156,117,0.25,0.5701357466063348,0.4057315233785822,0.024132730015082957,0,0,16881.35294117647,"Not Eligible",
"Natick Public Schools",JOHNSON,230,221,34,7,41,39.39565217391304,0.1782608695652174,181.60434782608695,17,847,413,76,489,1336,78.58823529411765,0.3556028746340165,28.764705882352942,0.7301492498555542,49.8235294117647,0.2743520736600321,17,193,133,13,0,0,146,339,19.941176470588236,0.09023156774021826,8.588235294117647,0.21799957153151514,11.352941176470589,0.06251469919289988,20.176470588235297,0.2985685071574642,0.25,55,35.05882352941177,0.3625668449197861,0.5693215339233039,0.39233038348082594,0.038348082595870206,0,0,5091.285788651744,"Not Eligible",
"Natick Public Schools","LILJA ELEMENTARY",434,408,62,2,64,60.16589861751152,0.14746543778801843,347.8341013824885,17,1775,594,26,620,2395,140.88235294117646,0.34529988465974626,36.470588235294116,0.6061670991926181,104.41176470588235,0.300176907010817,17,271,148,10,0,0,158,429,25.235294117647058,0.06185121107266436,9.294117647058824,0.1544748414071511,15.941176470588236,0.045829826366158545,27.17647058823529,0.2548387096774194,0.25,102,76.76470588235294,0.24740484429065743,0.6317016317016317,0.34498834498834496,0.023310023310023312,0,0,10094.290415466885,"Not Eligible",
"Natick Public Schools",MEMORIAL,415,402,30,2,32,30.997590361445784,0.07710843373493977,371.00240963855424,17,2607,363,16,379,2986,175.64705882352942,0.4369329821480831,22.294117647058822,0.71922099063506,153.35294117647058,0.41334756107345316,17,137,52,2,0,0,54,191,11.235294117647058,0.027948492829967805,3.176470588235294,0.10247475856014046,8.058823529411764,0.021721755223269308,19.11764705882353,0.1424802110817942,0.25,101,89.76470588235294,0.1112405358182877,0.7172774869109948,0.27225130890052357,0.010471204188481676,0,0,10151.401293501694,"Not Eligible",
"Natick Public Schools","NATICK HIGH",1595,1507,202,13,215,203.13793103448276,0.13479623824451412,1303.8620689655172,17,8901,2025,139,2164,11065,650.8823529411765,0.43190600726023654,127.29411764705883,0.6266388409038713,523.5882352941177,0.40156719622155435,17,535,1048,98,0,0,1146,1681,98.88235294117646,0.0656153635973301,67.41176470588235,0.3318521772993699,31.470588235294116,0.024136439723461585,59.88235294117648,0.5295748613678373,0.25,377,278.11764705882354,0.26228740833203307,0.3182629387269482,0.6234384295062463,0.05829863176680547,0,0,55141.745599608075,"Not Eligible",
"Natick Public Schools","WILSON JUNIOR HIGH",948,918,135,9,144,139.44303797468356,0.1518987341772152,778.5569620253165,17,5028,1576,103,1679,6707,394.52941176470586,0.42977060105087783,98.76470588235294,0.7082799350677089,295.7647058823529,0.3798883322717439,17,256,440,19,0,0,459,715,42.05882352941177,0.045815711905677306,27,0.19362745098039214,15.058823529411764,0.019341967593788076,71.76470588235294,0.2733770101250744,0.25,230,187.94117647058823,0.18286445012787725,0.35804195804195804,0.6153846153846154,0.026573426573426574,0,0,35393.134923899626,"Not Eligible",
"Nauset Regional School Committee","NAUSET REG. HIGH SCH",934,863,224,67,291,268.87901498929335,0.31156316916488225,594.1209850107066,19,2087,1869,466,2335,4422,232.73684210526315,0.2696834786851253,122.89473684210526,0.457063325849356,109.84210526315789,0.18488171270566792,20,695,836,160,0,0,996,1691,84.55,0.09797219003476246,49.8,0.1852134128131309,34.75,0.05848977039478546,73.09473684210526,0.40522483940042825,0.5,432,347.45,0.19571759259259258,0.4109994086339444,0.4943820224719101,0.09461856889414548,0,0,62899.75085748077,"Not Eligible",
"Nauset Regional School Committee","NAUSET REG. MIDDLE SCH",562,533,161,37,198,187.78291814946618,0.35231316725978645,345.2170818505338,19,2646,1692,437,2129,4775,251.31578947368422,0.47151180013824434,112.05263157894737,0.5967136557637199,139.26315789473685,0.4034074940562548,20,107,0,0,342,11,353,460,23,0.043151969981238276,17.65,0.09399150984516838,5.35,0.015497495000309258,94.40263157894736,0.15751526538280883,0.5,267,244,0.08614232209737828,0.2326086956521739,0,0,0.7434782608695653,0.02391304347826087,63709.779130434785,"Not Eligible",
"Needham Public Schools",BROADMEADOW,545,524,19,3,22,21.152293577981652,0.04036697247706422,502.8477064220184,17,4864,236,39,275,5139,302.29411764705884,0.5768971710821733,16.176470588235293,0.7647620116748989,286.11764705882354,0.5689946347666093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.176470588235293,0,0.25,131,131,0,0,0,0,0,0,0,"Not Eligible",
"Needham Public Schools","HIGH ROCK",455,438,31,6,37,35.61758241758242,0.08131868131868132,402.3824175824176,17,4771,455,80,535,5306,312.11764705882354,0.712597367714209,31.470588235294116,0.8835689033110466,280.6470588235294,0.6974635236542017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.470588235294116,0,0.25,110,110,0,0,0,0,0,0,0,"Not Eligible",
"Needham Public Schools","HILLSIDE ELEMENTARY",484,463,32,7,39,37.30785123966942,0.08057851239669421,425.69214876033055,17,3918,382,90,472,4390,258.2352941176471,0.5577436158048533,27.764705882352942,0.7442054409402905,230.47058823529412,0.5414020176469161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.764705882352942,0,0.25,116,116,0,0,0,0,0,0,0,"Not Eligible",
"Needham Public Schools","JOHN ELIOT",397,385,42,12,54,52.367758186397985,0.13602015113350127,332.63224181360204,17,3311,612,132,744,4055,238.52941176470588,0.6195569136745608,43.76470588235294,0.8357185298361769,194.76470588235293,0.5855256388269593,18,160,136,35,0,0,171,331,18.38888888888889,0.047763347763347765,9.5,0.1814093314093314,8.88888888888889,0.026722872203921767,34.26470588235294,0.21706989247311828,0.25,96,77.61111111111111,0.19155092592592593,0.48338368580060426,0.4108761329305136,0.10574018126888217,0,0,12933.856495468279,"Not Eligible",
"Needham Public Schools","NEEDHAM HIGH",1673,1590,118,30,148,140.65750149432156,0.08846383741781232,1449.3424985056783,18,11702,1166,288,1454,13156,730.8888888888889,0.4596785464709993,80.77777777777777,0.5742870228719286,650.1111111111111,0.4485558877776632,18,86,162,37,0,0,199,285,15.833333333333334,0.009958071278825996,11.055555555555555,0.07859911798591045,4.777777777777778,0.0032965139590564892,69.72222222222221,0.13686382393397525,0.25,398,382.1666666666667,0.039782244556113906,0.3017543859649123,0.5684210526315789,0.12982456140350876,0,0,78553.35263157895,"Not Eligible",
"Needham Public Schools",NEWMAN,763,728,80,6,86,82.05504587155964,0.1127129750982962,645.9449541284404,17,6031,836,78,914,6945,408.52941176470586,0.5611667744020685,53.76470588235294,0.6552272966431653,354.7647058823529,0.5492181703950754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.76470588235294,0,0.25,182,182,0,0,0,0,0,0,0,"Not Eligible",
"Needham Public Schools","POLLARD MIDDLE SCHOOL",847,816,49,5,54,52.023612750885476,0.06375442739079103,763.9763872491145,17,8358,624,74,698,9056,532.7058823529412,0.6528258362168398,41.05882352941177,0.7892343756674784,491.6470588235294,0.643536982332433,17,757,116,10,0,0,126,883,51.94117647058823,0.06365340253748558,7.411764705882353,0.1424692425990004,44.529411764705884,0.05828637181450728,33.64705882352941,0.18051575931232092,0.25,204,152.05882352941177,0.2546136101499423,0.8573046432616082,0.13137032842582105,0.011325028312570781,0,0,12795.672506828327,"Not Eligible",
"Needham Public Schools","WILLIAM MITCHELL",496,474,147,2,149,142.39112903225808,0.3004032258064516,331.60887096774195,17,4590,206,30,236,4826,283.88235294117646,0.5989079175974187,13.882352941176471,0.0974945071053653,270,0.8142122350709518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.882352941176471,0,0.5,237,237,0,0,0,0,0,0,0,"Not Eligible",
"Neighborhood House Charter School","Lower Mills Campus",116,103,88,0,88,78.13793103448276,0.7586206896551724,24.862068965517242,17,197,626,0,626,823,48.411764705882355,0.47001713306681897,36.8235294117647,0.471263174290016,11.588235294117647,0.4661010035081994,17,85,270,0,0,0,270,355,20.88235294117647,0.2027412906910337,15.882352941176471,0.2032604745340325,5,0.20110957004160887,20.941176470588232,0.4313099041533547,0.8,82,61.11764705882353,0.2546628407460545,0.23943661971830985,0.7605633802816901,0,0,0,12922.508699254347,Enrolled,
"Neighborhood House Charter School","NEIGHBORHOOD HOUSE CHARTER SCH",445,421,342,0,342,323.55505617977525,0.7685393258426966,97.44494382022471,17,941,3131,0,3131,4072,239.52941176470588,0.5689534721251921,184.1764705882353,0.5692276076993286,55.35294117647059,0.5680432355586424,17,548,0,0,1825,0,1825,2373,139.58823529411765,0.3315635042615621,107.3529411764706,0.33179188248204233,32.23529411764706,0.33080519987899687,76.82352941176471,0.5828808687320345,0.8,337,197.41176470588235,0.41420841333566066,0.23093131057732827,0,0,0.7690686894226717,0,51379.219454153346,Enrolled,
"New Bedford Public Schools","ABRAHAM LINCOLN",755,709,755,0,755,709,1,0,19,487,9878,0,9878,10365,545.5263157894736,0.7694306287580729,519.8947368421053,0.7332788954049441,25.63157894736842,0,19,527,0,0,10678,0,10678,11205,589.7368421052631,0.8317868012768168,562,0.7926657263751763,27.736842105263158,0,0,1.0809880542619963,0.8,567,0,1,0.04703257474341812,0,0,0.9529674252565818,0,0,Enrolled,
"New Bedford Public Schools","ALFRED J. GOMES",603,563,603,0,603,563,1,0,19,432,8768,0,8768,9200,484.2105263157895,0.8600542208095728,461.4736842105263,0.8196690660932971,22.736842105263158,0,19,455,0,0,9222,0,9222,9677,509.3157894736842,0.9046461624754605,485.36842105263156,0.8621108722071609,23.94736842105263,0,0,1.0517791970802919,0.8,450,0,1,0.047018704143846235,0,0,0.9529812958561538,0,0,Enrolled,
"New Bedford Public Schools","ALL SAINTS",178,172,42,0,42,40.58426966292135,0.23595505617977527,131.41573033707866,19,85,1724,0,1724,1809,95.21052631578948,0.5535495716034272,90.73684210526316,2.235763828175089,4.473684210526316,0.0340422276621787,19,138,0,0,2802,0,2802,2940,154.73684210526315,0.8996328029375764,147.47368421052633,3.633764644168561,7.2631578947368425,0.05526855785153719,0,1.6252900232018561,0.25,43,0,1,0.04693877551020408,0,0,0.9530612244897959,0,0,Enrolled,
"New Bedford Public Schools","BETSEY B WINSLOW",310,295,212,0,212,201.74193548387098,0.6838709677419355,93.25806451612904,19,172,3498,0,3498,3670,193.1578947368421,0.6547725245316681,184.10526315789474,0.9125780553077609,9.052631578947368,0.09707076407726337,19,250,0,0,5068,0,5068,5318,279.89473684210526,0.9487957181088313,266.7368421052632,1.322168548970764,13.157894736842104,0.14109122685648745,0,1.4488279016580905,0.8,236,0,1,0.04701015419330575,0,0,0.9529898458066942,0,0,Enrolled,
"New Bedford Public Schools","CARLOS PACHECO",373,350,373,0,373,350,1,0,19,263,5328,0,5328,5591,294.2631578947368,0.840751879699248,280.42105263157896,0.801203007518797,13.842105263157896,0,19,258,0,0,5227,0,5227,5485,288.6842105263158,0.824812030075188,275.10526315789474,0.7860150375939849,13.578947368421053,0,5.3157894736842195,0.9810435435435435,0.8,280,0,1,0.04703737465815862,0,0,0.9529626253418414,0,0,Enrolled,
"New Bedford Public Schools","CASMIR PULASKI",790,750,592,0,592,562.0253164556962,0.7493670886075949,187.9746835443038,19,406,8237,0,8237,8643,454.89473684210526,0.6065263157894737,433.5263157894737,0.7713643907064961,21.36842105263158,0.11367712209817474,19,521,0,0,10563,0,10563,11084,583.3684210526316,0.7778245614035088,555.9473684210526,0.9891856330014225,27.42105263157895,0.14587630692893852,0,1.2823843632390433,0.8,600,16.63157894736844,0.972280701754386,0.047004691447131,0,0,0.952995308552869,0,5149.026104959265,Enrolled,
