Itemcode,"Description                        ","Item_brand                              ","Packsize  ",Number_of_invoices,Quantity_sold,Uomid,"Ave_price_each       ","Ave_cost_each        ","Total_sales          ","Cost_of_goods_sold   ","Line_gross_profit    ",Gross_profit_per_muom,Profit_percent
"PEA5    ","Pea Sugar Snap 15# 1/2 bu          ","                                        ","          ",35,155,"CS   ",37.5,33.7456,5812.5,5230.5681,581.93,3.7544,0.1001
"MICO13  ","Microgreen Sweet/Spicy OG clam 3oz ","                                        ","          ",473,1756,"EA   ",6.0164,5.7,10564.8,10009.2,555.6,0.3164,0.0526
"APP23   ","Apple Empire tote 8/5#             ","                                        ","          ",3,350,"CS   ",22.775,21.188,7971.25,7415.7965,555.45,1.587,0.0697
"SQU12   ","Squash Zucchini med                ","                                        ","          ",16,344,"CS   ",12.655,11.067,4353.33,3807.0399,546.29,1.588,0.1255
"MICO15  ","Microgreen CleanseSalad OG clam 4oz","                                        ","          ",502,2083,"EA   ",5.0038,4.75,10423,9894.25,528.75,0.2538,0.0507
"APPE118 ","Apple Ginger Gold ECO 88/96/100s   ","                                        ","          ",1,210,"CS   ",22.5,20,4725,4200,525,2.5,0.1111
"SQU46   ","Squash Buttercup ~700#             ","                                        ","          ",7,7,"BN   ",300,225.9929,2100,1581.9503,518.05,74.0071,0.2467
"APPE7   ","Apple Macoun ECO 80/88/100s        ","                                        ","          ",36,115,"CS   ",37.3696,33.1048,4297.5,3807.05,490.45,4.2648,0.1141
"MICO14  ","Microgreen Super Salad OG clam 4oz ","                                        ","          ",479,1931,"EA   ",4.999,4.75,9653,9172.25,480.75,0.249,0.0498
"MICO12  ","Microgreen Rainbow Mix OG clam 3oz ","                                        ","          ",426,1645,"EA   ",5.9847,5.7,9844.8,9376.5,468.3,0.2847,0.0476
"POT14   ","Potato Red Bs bag 50#              ","                                        ","          ",13,305,"BG   ",17.9861,16.5024,5485.75,5033.24,452.51,1.4837,0.0825
"GRA8    ","Grape Red Vanessa clam 8/1#        ","                                        ","          ",3,150,"CS   ",27,24,4050,3600,450,3,0.1111
"MICO1   ","Micro Arugula OG clam 3oz          ","                                        ","          ",435,1576,"EA   ",5.5095,5.23,8682.92,8242.48,440.44,0.2795,0.0507
"APP141  ","Apple Gala 113s                    ","                                        ","          ",27,81,"CS   ",33.892,28.563,2745.25,2313.6,431.65,5.329,0.1572
"WHEO1   ","Wheatgrass OG cut clam 6oz         ","                                        ","          ",469,1875,"EA   ",4.6489,4.42,8716.68,8287.5,429.18,0.2289,0.0492
"ASPF1   ","Asparagus FRESH bunch 28/1#        ","                                        ","          ",10,299,"CS   ",52.2943,50.9164,15636,15224.0023,412,1.3779,0.0263
"CIL2    ","Cilantro bunch 30s                 ","                                        ","          ",216,286,"CS   ",27.1757,25.7582,7772.25,7366.8523,405.4,1.4175,0.0522
"TOM14   ","Tomato large loose 25#             ","                                        ","          ",54,152,"CS   ",27.9276,25.3376,4245,3851.3196,393.68,2.59,0.0927
"MICO7   ","Micro Sunnies OG clam 4oz          ","                                        ","          ",400,1537,"EA   ",5.2425,4.99,8057.71,7669.63,388.08,0.2525,0.0482
"ASP4    ","Asparagus 30#                      ","                                        ","          ",3,92,"CS   ",74,70,6808,6440,368,4,0.0541
"MICO19  ","Micro Broccoli OG clam 3oz         ","                                        ","          ",369,1363,"CS   ",5.4941,5.23,7488.42,7128.49,359.93,0.2641,0.0481
"APPE10  ","Apple McIntosh ECO 120s            ","                                        ","          ",23,81,"CS   ",30.8416,26.6773,2498.17,2160.861,337.31,4.1643,0.135
"BEE2    ","Beet Red Cut bag 25#               ","                                        ","          ",74,219,"CS   ",16.3459,14.8102,3579.76,3243.4249,336.34,1.5357,0.094
"APP50   ","Apple Cortland 125s                ","                                        ","          ",17,56,"CS   ",34.1741,28.1928,1913.75,1578.799,334.95,5.9813,0.175
"APPE38  ","Apple Honeycrisp ECO 48s           ","                                        ","          ",4,15,"CS   ",62.1667,40.2135,932.5,603.2025,329.3,21.9532,0.3531
"APPE119 ","Apple Ginger Gold ECO 72/80/88/100s","                                        ","          ",2,119,"CS   ",24.1176,21.3971,2870,2546.25,323.75,2.7205,0.1128
"TOM31   ","Tomato Beefsteak greenhouse 10#    ","                                        ","          ",52,161,"CS   ",25.7371,23.7532,4143.67,3824.2728,319.4,1.9839,0.0771
"LETF4   ","Lettuce Red Leaf FRESH 24s         ","                                        ","          ",26,155,"CS   ",24.8226,22.7691,3847.5,3529.2104,318.29,2.0535,0.0827
"APPE21  ","Apple Empire ECO tote 10/4#        ","                                        ","          ",8,79,"CS   ",23.75,19.7405,1876.25,1559.5,316.75,4.0095,0.1688
"APP49   ","Apple Mcintosh 125s                ","                                        ","          ",18,36,"CS   ",34.3803,26.4572,1237.69,952.4588,285.23,7.9231,0.2305
"SQU55   ","Squash Gourd Lunch Lady bin ~700#  ","                                        ","          ",5,5,"BN   ",192.5,135.992,962.5,679.96,282.54,56.508,0.2935
"CAU1    ","Cauliflower 12s                    ","                                        ","          ",90,206,"CS   ",20.2581,18.9801,4173.16,3909.892,263.27,1.278,0.0631
"APP13   ","Apple McIntosh tote 8/5#           ","                                        ","          ",1,105,"CS   ",22.25,19.75,2336.25,2073.75,262.5,2.5,0.1124
"APPE64  ","Apple Paula Red ECO 80s            ","                                        ","          ",1,84,"CS   ",28,25,2352,2100,252,3,0.1071
"RADF1   ","Radish Red FRESH bunch 24s         ","                                        ","          ",26,126,"CS   ",21.4206,19.4339,2699,2448.6703,250.33,1.9867,0.0927
"EGG3    ","Eggplant #1 1-1/9bu                ","                                        ","          ",12,53,"CS   ",20.6179,16.2257,1092.75,859.9599,232.79,4.3922,0.213
"ASP5    ","Asparagus loose 15#                ","                                        ","          ",3,60,"CS   ",54.8333,51,3290,3060,230,3.8333,0.0699
"LET9    ","Lettuce Boston 24s                 ","                                        ","          ",137,727,"CS   ",17.2741,16.9599,12558.25,12329.836,228.41,0.3142,0.0182
"PER8    ","Pear Bosc 4/5 bu ~40#              ","                                        ","          ",38,59,"CS   ",41.9661,38.1456,2476,2250.5907,225.41,3.8205,0.091
"SPIF1   ","Spinach FRESH bunch 24s            ","                                        ","          ",23,105,"CS   ",21.4286,19.3753,2250,2034.4101,215.59,2.0533,0.0958
"BEAO5   ","Bean Wax OG loose 1bu 25#          ","                                        ","          ",26,71,"CS   ",31.1761,28.1493,2213.5,1998.6002,214.9,3.0268,0.0971
"LETF5   ","Lettuce Romaine FRESH 24s          ","                                        ","          ",25,150,"CS   ",17.935,16.5769,2690.25,2486.5403,203.71,1.3581,0.0757
"POT19   ","Potato White chef bag 50#          ","                                        ","          ",33,821,"BG   ",10.102,9.8562,8293.75,8091.9795,201.77,0.2458,0.0243
"ONI11   ","Onion Yellow jumbo bag 50#         ","                                        ","          ",9,25,"BG   ",33.42,25.3896,835.5,634.74,200.76,8.0304,0.2403
"PER20   ","Pear Bartlett Green 4/5bu          ","                                        ","          ",29,38,"CS   ",39.7829,34.6298,1511.75,1315.9324,195.82,5.1531,0.1295
"CUC2    ","Cucumber Select 1-1/9 bu           ","                                        ","          ",19,52,"CS   ",24.0865,20.3294,1252.5,1057.1303,195.37,3.7571,0.156
"APPE35  ","Apple Gala ECO 88/100s             ","                                        ","          ",45,83,"CS   ",34.6837,32.3812,2878.75,2687.6385,191.11,2.3025,0.0664
"TAN3    ","Tangerine Ojai Pixie sm bag 8/3#   ","                                        ","          ",1,72,"CS   ",28.85,26.26,2077.2,1890.72,186.48,2.59,0.0898
"LETF1   ","Lettuce Green Leaf FRESH 24s       ","                                        ","          ",25,88,"CS   ",28.4176,26.3288,2500.75,2316.9302,183.82,2.0888,0.0735
"APPE5   ","Apple Cortland ECO 120s            ","                                        ","          ",12,32,"CS   ",32.7731,27.0515,1048.74,865.6488,183.09,5.7216,0.1746
"APP142  ","Apple Gala 138s                    ","                                        ","          ",8,25,"CS   ",35.06,27.76,876.5,694.0005,182.5,7.3,0.2082
"ESCF1   ","Escarole FRESH head 14-18s 30#     ","                                        ","          ",21,105,"CS   ",19.2381,17.5112,2020,1838.6803,181.32,1.7269,0.0898
"CORF3   ","Corn Sweet FRESH bag 60s           ","                                        ","          ",17,55,"CS   ",24.5636,21.3742,1351,1175.58,175.42,3.1894,0.1298
"EGG16   ","Eggplant Classic 1-1/9bu           ","                                        ","          ",49,59,"CS   ",26.1102,23.1843,1540.5,1367.8739,172.63,2.9259,0.1121
"SCA2    ","Scallion bunch 24s                 ","                                        ","          ",171,231,"CS   ",20.0509,19.3468,4631.75,4469.1112,162.64,0.7041,0.0351
"LETF9   ","Lettuce Boston FRESH 24s           ","                                        ","          ",15,84,"CS   ",18.4167,16.4862,1547,1384.8399,162.16,1.9305,0.1048
"APP75   ","Apple Empire 138s                  ","                                        ","          ",11,26,"CS   ",32.375,26.4012,841.75,686.4316,155.32,5.9738,0.1845
"LET15   ","Lettuce Iceberg 24s                ","                                        ","          ",23,62,"CS   ",19.1855,16.7287,1189.5,1037.1802,152.32,2.4568,0.1281
"GRA9    ","Grape Purple Jupiter clam 8/1#     ","                                        ","          ",3,50,"CS   ",27,24,1350,1200,150,3,0.1111
"ONI7    ","Onion Red med bag 25#              ","                                        ","          ",69,80,"BG   ",22.6419,20.8218,1811.35,1665.742,145.61,1.8201,0.0804
"APPE116 ","Apple Ginger Gold ECO 138s         ","                                        ","          ",5,16,"CS   ",38.1094,29.1594,609.75,466.5498,143.2,8.95,0.2349
"APP112  ","Apple Ginger Gold 80/88s           ","                                        ","          ",1,42,"CS   ",28,24.75,1176,1039.5,136.5,3.25,0.1161
"APPE114 ","Apple Ginger Gold ECO 80s          ","                                        ","          ",1,42,"CS   ",28,24.75,1176,1039.5,136.5,3.25,0.1161
"APPE115 ","Apple Ginger Gold ECO 113s         ","                                        ","          ",7,21,"CS   ",34,27.8971,714,585.8396,128.16,6.1029,0.1795
"ONI8    ","Onion Red jumbo bag 25#            ","                                        ","          ",20,34,"BG   ",28.1147,24.4117,955.9,829.9971,125.9,3.703,0.1317
"APPE912 ","Apple Hrlm Cox's Orange Pippin ECO ","                                        ","1/2BU     ",13,23,"CS   ",43.6957,38.4283,1005,883.8503,121.15,5.2674,0.1205
"CAR2    ","Carrot bunch 14s                   ","                                        ","          ",115,126,"CS   ",20.1508,19.2101,2539,2420.4704,118.53,0.9407,0.0467
"PEAF2   ","Pea Shelling English FRESH 25#     ","                                        ","          ",15,21,"CS   ",51.5,45.9852,1081.5,965.69,115.81,5.5148,0.1071
"EGG2    ","Eggplant Italian 1-1/9 bu          ","                                        ","          ",53,143,"CS   ",23.5035,22.7799,3361,3257.527,103.47,0.7236,0.0308
"APP83   ","Apple Cortland tote 8/5#           ","                                        ","          ",1,35,"CS   ",24,21.25,840,743.75,96.25,2.75,0.1146
"TOMF5   ","Tomato XL FRESH loose 20#          ","                                        ","          ",8,14,"CS   ",28.3571,21.7143,397,304,93,6.6428,0.2343
"APPE34  ","Apple Gala ECO 80s                 ","                                        ","          ",4,31,"CS   ",29.3871,26.4103,911,818.72,92.28,2.9768,0.1013
"MICO18  ","Microgreen Longevity OG clam 4oz   ","                                        ","          ",55,167,"EA   ",5.2829,4.75,882.25,793.25,89,0.5329,0.1009
"APP73   ","Apple Macoun tote 8/5#             ","                                        ","          ",1,35,"CS   ",23.25,20.75,813.75,726.25,87.5,2.5,0.1075
"PER1    ","Pear Bartlett Red 4/5bu ~40#       ","                                        ","          ",17,38,"CS   ",36.0329,33.7397,1369.25,1282.1098,87.14,2.2932,0.0636
"PEAF1   ","Pea Sugar Snap FRESH 10#           ","                                        ","          ",8,9,"CS   ",29,19.5556,261,176.0001,85,9.4444,0.3257
"SCAO2   ","Scallion OG bunch 24s              ","                                        ","          ",39,38,"CS   ",25.3618,23.2526,963.75,883.6,80.15,2.1092,0.0832
"SWIF3   ","Swiss Chard Rainbow FRESH bunch 12s","                                        ","          ",21,21,"CS   ",23.5,19.731,493.5,414.3501,79.15,3.769,0.1604
"CAR21   ","Carrot peeled bag 25#              ","                                        ","          ",8,14,"BG   ",31.25,25.6357,437.5,358.8998,78.6,5.6143,0.1797
"PARF1   ","Parsley Flat FRESH bunch 30s 1/2bu ","                                        ","          ",36,169,"CS   ",21.1716,20.7158,3578,3500.9712,77.03,0.4558,0.0215
"APPE126 ","Apple Red Delicious ECO 198s       ","                                        ","          ",2,10,"CS   ",29.7,22.025,297,220.25,76.75,7.675,0.2584
"APPE3   ","Apple Empire ECO 80/88/100s        ","                                        ","          ",26,37,"CS   ",33.8378,31.7689,1252,1175.4506,76.55,2.0689,0.0611
"PER14   ","Pear Bosc 2-3/4"" loose 4/5 bu      ","                                        ","          ",20,17,"CS   ",40.4706,35.9762,688,611.5959,76.4,4.4944,0.1111
"BEE5    ","Beet Red bunch 14s                 ","                                        ","          ",113,120,"CS   ",20.1304,19.5012,2415.65,2340.1391,75.51,0.6292,0.0313
"BEEO3   ","Beet Gold OG bunch 12s             ","                                        ","          ",32,36,"CS   ",24.7708,22.7281,891.75,818.2112,73.54,2.0427,0.0825
"POT7    ","Potato Yukon Gold bag 50#          ","                                        ","          ",60,66,"CS   ",24.0686,22.9956,1588.53,1517.7091,70.82,1.073,0.0446
"APPE920 ","Apple Hrlm Hubbardston Nonesuch ECO","                                        ","          ",8,12,"CS   ",43.4583,37.5617,521.5,450.7404,70.76,5.8966,0.1357
"RAD7    ","Radish Red bunch 48s               ","                                        ","          ",4,7,"CS   ",45.75,36.0457,320.25,252.3199,67.93,9.7043,0.2121
"MICO16  ","Microgreen Healer Salad OG clam 4oz","                                        ","          ",54,190,"EA   ",5.1,4.75,969,902.5,66.5,0.35,0.0686
"TOM13   ","Tomato Cherry Mix clam 12 pint     ","                                        ","          ",15,28,"CS   ",35.8125,33.4393,1002.75,936.2997,66.45,2.3732,0.0663
"APPE925 ","Apple Hrlm Lamb Abbey Pearmain ECO ","                                        ","1/2BU     ",8,10,"CS   ",43.5,36.984,435,369.8404,65.16,6.516,0.1498
"SWI3    ","Swiss Chard Rainbow bunch 12s      ","                                        ","          ",27,37,"CS   ",16.9841,15.2249,628.41,563.3198,65.09,1.7592,0.1036
"KOHF1   ","Kohlrabi FRESH bunch 24s           ","                                        ","          ",13,31,"CS   ",20.8306,18.7358,645.75,580.8098,64.94,2.0948,0.1006
"PCHE13  ","Peach ECO 2-1/4"" loose 26#         ","                                        ","          ",11,31,"CS   ",19.6532,17.592,609.25,545.3507,63.9,2.0612,0.1049
"EGGF23  ","Eggplant Italian FRESH 1/2bu       ","                                        ","          ",13,13,"CS   ",24.5,19.6054,318.5,254.87,63.63,4.8946,0.1998
"PEP7    ","Pepper Bell Green Lg 1-1/9 bu      ","                                        ","          ",3,9,"CS   ",27.8333,21.0567,250.5,189.51,60.99,6.7766,0.2435
"APP21   ","Apple Empire tote 10/4#            ","                                        ","          ",1,14,"CS   ",23.75,19.5,332.5,273,59.5,4.25,0.1789
"TOM37   ","Tomato Premium 20#                 ","                                        ","          ",2,15,"CS   ",19.95,16,299.25,240,59.25,3.95,0.198
