Itemcode,"Description                        ","Item_brand                              ","Packsize  ",Number_of_invoices,Quantity_sold,Uomid,"Ave_price_each       ","Ave_cost_each        ","Total_sales          ","Cost_of_goods_sold   ","Line_gross_profit    ",Gross_profit_per_muom,Profit_percent
"DILF1   ","Dill FRESH bunch 24s               ","                                        ","          ",50,179,"CS   ",21.4204,18.6009,3834.25,3329.5606,504.69,2.8195,0.1316
"BASF1   ","Basil FRESH bunch 15s              ","                                        ","          ",40,168,"CS   ",21.6622,18.6648,3639.25,3135.6806,503.57,2.9974,0.1384
"ARUF1   ","Arugula FRESH bunch 24s            ","                                        ","          ",53,199,"CS   ",18.2487,15.7292,3631.5,3130.1108,501.39,2.5195,0.1381
"LETF1   ","Lettuce Green Leaf FRESH 24s       ","                                        ","          ",35,117,"CS   ",25.6432,21.4763,3000.25,2512.731,487.52,4.1669,0.1625
"EGG16   ","Eggplant Classic 1-1/9bu           ","                                        ","          ",112,318,"CS   ",13.7925,12.2994,4386,3911.2026,474.8,1.4931,0.1083
"APP24   ","Apple Empire 80/88s                ","                                        ","          ",1,126,"CS   ",29.5,25.75,3717,3244.5,472.5,3.75,0.1271
"PEPF8   ","Pepper Bell Green XL FRESH         ","                                        ","          ",23,101,"CS   ",25.4282,20.7824,2568.25,2099.0198,469.23,4.6458,0.1827
"LETO5   ","Lettuce Romaine OG 24s             ","                                        ","          ",16,201,"CS   ",24.9129,22.6213,5007.5,4546.8895,460.61,2.2916,0.092
"TAN3    ","Tangerine Ojai Pixie sm bag 8/3#   ","                                        ","          ",2,144,"CS   ",31.4,28.26,4521.6,4069.44,452.16,3.14,0.1
"SWIF3   ","Swiss Chard Rainbow FRESH bunch 12s","                                        ","          ",55,75,"CS   ",23.2333,17.2528,1742.5,1293.9595,448.54,5.9805,0.2574
"PEA1    ","Pea Sugar Snap 10#                 ","                                        ","          ",13,102,"CS   ",32.1078,27.7719,3275,2832.7303,442.27,4.3359,0.135
"LETO4   ","Lettuce Red Leaf OG 24s            ","                                        ","          ",13,182,"CS   ",24.9945,22.5669,4549,4107.1695,441.83,2.4276,0.0971
"POT7    ","Potato Yukon Gold bag 50#          ","                                        ","          ",5,255,"CS   ",19.8333,18.1255,5057.5,4622.0066,435.49,1.7078,0.0861
"SQUO9   ","Squash Zucchini 8-Ball OG 1/2bu    ","                                        ","          ",10,178,"CS   ",26.441,24,4706.5,4272,434.5,2.441,0.0923
"TOM32   ","Tomato on the vine 11#             ","                                        ","          ",2,289,"CS   ",16,14.5,4624,4190.5,433.5,1.5,0.0938
"APPE23  ","Apple Empire ECO tote 8/5#         ","                                        ","          ",4,160,"CS   ",23.9375,21.3438,3830,3415,415,2.5937,0.1084
"KALO5   ","Kale Red Russian OG 24s            ","                                        ","          ",8,170,"CS   ",24.4382,22,4154.5,3740,414.5,2.4382,0.0998
"EGGF3   ","Eggplant #1 FRESH 1-1/9bu          ","                                        ","          ",26,207,"CS   ",18.4819,16.4993,3825.75,3415.3586,410.39,1.9826,0.1073
"PARF1   ","Parsley Flat FRESH bunch 30s 1/2bu ","                                        ","          ",33,151,"CS   ",20.4387,17.7248,3086.25,2676.4508,409.8,2.7139,0.1328
"TOMO13  ","Tomato Cherry Mix OG clam 12 pint  ","                                        ","          ",5,170,"CS   ",26.4,24,4488,4080,408,2.4,0.0909
"TOMO21  ","Tomato Sungold OG 12 pint          ","                                        ","          ",1,50,"CS   ",30,22,1500,1100,400,8,0.2667
"ONI5    ","Onion Spring Yellow bunch 12s      ","                                        ","          ",4,73,"CS   ",19.8973,14.6722,1452.5,1071.068,381.43,5.2251,0.2626
"PER4    ","Pear Shinseiki ~60ct basket 6/3.5# ","                                        ","          ",11,197,"CS   ",20.2919,18.3579,3997.5,3616.5002,381,1.934,0.0953
"BEAF1   ","Bean Green FRESH 1 bu              ","                                        ","          ",34,39,"CS   ",41.1282,31.4056,1604,1224.8196,379.18,9.7226,0.2364
"SQU46   ","Squash Buttercup ~700#             ","                                        ","          ",5,5,"BN   ",300,225,1500,1125,375,75,0.25
"PER3    ","Pear Hosui 44-48ct 2-layer tray    ","                                        ","          ",6,154,"CS   ",24.0747,21.6709,3707.5,3337.32,370.18,2.4038,0.0998
"RAMO2   ","Ramp OG per #                      ","                                        ","          ",4,475,"LB   ",8.0395,7.2632,3818.75,3450,368.75,0.7763,0.0966
"APPE73  ","Apple Macoun ECO tote 8/5#         ","                                        ","          ",4,113,"CS   ",26.0509,22.8875,2943.75,2586.29,357.46,3.1634,0.1214
"TOMO9   ","Tomato Mountain Magic OG clam      ","                                        ","          ",6,150,"CS   ",25.6667,23.3333,3850,3500,350,2.3334,0.0909
"RAD2    ","Radish Red Ball OG 24s             ","                                        ","          ",10,148,"CS   ",24.3209,21.973,3599.5,3252,347.5,2.3479,0.0965
"LETO1   ","Lettuce Green Leaf OG 24s          ","                                        ","          ",8,141,"CS   ",24.7801,22.3265,3494,3148.0303,345.97,2.4536,0.099
"PEP5    ","Pepper Cubanelle 1-1/9bu           ","                                        ","          ",51,165,"CS   ",19.1636,17.0924,3162,2820.241,341.76,2.0712,0.1081
"ESCF1   ","Escarole FRESH head 14-18s 30#     ","                                        ","          ",22,112,"CS   ",20.1451,17.1489,2256.25,1920.6798,335.57,2.9962,0.1487
"LETO18  ","Lettuce Baby Mix OG 24s            ","                                        ","          ",5,169,"CS   ",19.9763,18,3376,3042,334,1.9763,0.0989
"APPE15  ","Apple McIntosh ECO 100s            ","                                        ","          ",13,215,"CS   ",24.5164,22.9962,5271.02,4944.1796,326.84,1.5202,0.062
"COLO3   ","Collard Greens OG bunch 24s        ","                                        ","          ",7,134,"CS   ",24.4328,22,3274,2948,326,2.4328,0.0996
"COLF1   ","Collard Greens FRESH bunch 12s     ","                                        ","          ",47,138,"CS   ",16.8786,14.5322,2329.25,2005.4399,323.81,2.3464,0.139
"PEPO24  ","Pepper Shishito OG clam 12pt       ","                                        ","          ",6,134,"CS   ",26.4,24,3537.6,3216,321.6,2.4,0.0909
"CABF1   ","Cabbage Green FRESH 12-18s 50#     ","                                        ","          ",49,102,"CS   ",20.5637,17.4223,2097.5,1777.07,320.43,3.1414,0.1528
"SQUO15  ","Squash Yellow One-Ball OG 1/2bu    ","                                        ","          ",7,126,"CS   ",26.4476,24,3332.4,3024,308.4,2.4476,0.0925
"GRA4    ","Grape Mars 8/.75# clamshell        ","                                        ","          ",1,118,"CS   ",23.75,21.25,2802.5,2507.5,295,2.5,0.1053
"SQUO29  ","Squash Bi-Color Zephyr OG 1/2 bu   ","                                        ","          ",8,119,"CS   ",26.3353,23.8992,3133.9,2844,289.9,2.4361,0.0925
"PER17   ","Pear Bartlett Red tote 8/6#        ","                                        ","          ",27,91,"CS   ",35.2418,32.0569,3207,2917.1819,289.82,3.1849,0.0904
"SQU8    ","Squash Buttercup 1-1/9 bu ~40#     ","                                        ","          ",91,196,"CS   ",21.2372,19.7989,4162.5,3880.5822,281.92,1.4383,0.0677
"CAB2    ","Cabbage Red 12-18s 50#             ","                                        ","          ",48,85,"CS   ",20.3147,17.0638,1726.75,1450.4201,276.33,3.2509,0.16
"MUSF1   ","Mustard Greens FRESH bunch 12s     ","                                        ","          ",50,81,"CS   ",19.7346,16.4267,1598.5,1330.56,267.94,3.3079,0.1676
"EGGO2   ","Eggplant Italian OG 24s            ","                                        ","          ",5,109,"CS   ",26.4,24,2877.6,2616,261.6,2.4,0.0909
"SQU43   ","Squash Gourd LunchLady 4-6# bin400#","                                        ","          ",12,12,"BN   ",145.8333,124.42,1750,1493.0399,256.96,21.4133,0.1468
"GRA6    ","Grape Marquis 8/.75# clamshell     ","                                        ","          ",3,102,"CS   ",23.75,21.25,2422.5,2167.5,255,2.5,0.1053
"PEAF2   ","Pea Shelling English FRESH 25#     ","                                        ","          ",14,19,"CS   ",60.75,47.3684,1154.25,899.9999,254.25,13.3816,0.2203
"PER12   ","Pear Bartlett Green tote 8/6#      ","                                        ","          ",16,73,"CS   ",34.7466,31.2771,2536.5,2283.2258,253.27,3.4695,0.0999
"STRF1   ","Strawberry Native FRESH 8/1qt      ","                                        ","          ",13,27,"CS   ",33.037,23.75,892,641.25,250.75,9.287,0.2811
"ARUO1   ","Arugula OG bunch 24s               ","                                        ","          ",5,120,"CS   ",22.4167,20.3333,2690,2440,250,2.0834,0.0929
"SQU4    ","Squash Acorn 1-1/9 bu ~40#         ","                                        ","          ",107,342,"CS   ",16.2931,15.5849,5572.25,5330.0518,242.2,0.7082,0.0435
"SQUO36  ","Squash Butternut OG 1-1/9bu        ","                                        ","          ",4,80,"CS   ",31,28,2480,2240,240,3,0.0968
"CUCF13  ","Cucumber FRESH carton 24s          ","                                        ","          ",8,93,"CS   ",14.75,12.178,1371.75,1132.5586,239.19,2.572,0.1744
"SQU38   ","Squash Yellow One-Ball 1/2bu ~20#  ","                                        ","          ",29,144,"CS   ",19.6653,18.0101,2831.8,2593.45,238.35,1.6552,0.0842
"SQUO39  ","Squash Yellow Striped OG 1/2bu     ","                                        ","          ",6,98,"CS   ",26.0867,23.6735,2556.5,2320,236.5,2.4132,0.0925
"SWIO5   ","Swiss Chard Rainbow OG 24s         ","                                        ","          ",8,95,"CS   ",24.4526,22,2323,2090,233,2.4526,0.1003
"PEPF6   ","Pepper Bell Green jmbo FRESH       ","                                        ","          ",18,159,"CS   ",20.3632,18.904,3237.75,3005.7401,232.01,1.4592,0.0717
"APPE915 ","Apple Hrlm Esopus Spitzenburg ECO  ","                                        ","1/2BU     ",4,57,"CS   ",40.7632,36.7027,2323.5,2092.0514,231.45,4.0605,0.0996
"KAL1    ","Kale bunch 12s                     ","                                        ","          ",25,105,"CS   ",15.35,13.1619,1611.75,1382,229.75,2.1881,0.1425
"APPE928 ","Apple Hrlm Northern Spy ECO 1/2bu  ","                                        ","          ",8,62,"CS   ",40.1842,36.4892,2491.42,2262.3291,229.09,3.695,0.092
"APP23   ","Apple Empire tote 8/5#             ","                                        ","          ",1,70,"CS   ",25.5,22.25,1785,1557.5,227.5,3.25,0.1275
