Itemcode,"Description                        ","Item_brand                              ","Packsize  ",Number_of_invoices,Quantity_sold,Uomid,"Ave_price_each       ","Ave_cost_each        ","Total_sales          ","Cost_of_goods_sold   ","Line_gross_profit    ",Gross_profit_per_muom,Profit_percent
"TAN1    ","Tangerine Ojai Pixie sm loose 25#  ","                                        ","          ",16,939,"CS   ",24.8616,22.339,23345,20976.28,2368.72,2.5226,0.1015
"APPE129 ","Apple Cortland ECO 80/88/100s      ","                                        ","          ",4,665,"CS   ",30.2316,26.7921,20104,17816.75,2287.25,3.4395,0.1138
"PUM20   ","Pumpkin Sugar 4-6#ea 225ct bin~900#","                                        ","          ",6,6,"BN   ",585,208.4101,3510,1250.4606,2259.54,376.5899,0.6437
"PCHE3   ","Peach ECO basket 6/3.5#            ","                                        ","          ",32,348,"CS   ",30.9628,24.6275,10775.05,8570.3826,2204.67,6.3353,0.2046
"PCHE8   ","Peach ECO White 2-3/4""+ 2-layr tray","                                        ","          ",12,612,"CS   ",29.8942,26.3863,18295.25,16148.4,2146.85,3.5079,0.1173
"APPE184 ","Apple Fuji ECO 80s                 ","                                        ","          ",2,714,"CS   ",30,27,21420,19278,2142,3,0.1
"APPE83  ","Apple Cortland ECO tote 8/5#       ","                                        ","          ",67,712,"CS   ",27.5007,24.5229,19580.5,17460.3272,2120.17,2.9778,0.1083
"APPE73  ","Apple Macoun ECO tote 8/5#         ","                                        ","          ",59,816,"CS   ",28.3282,25.7517,23115.8,21013.3526,2102.45,2.5765,0.091
"APPE185 ","Apple Fuji ECO 64/72s              ","                                        ","          ",2,420,"CS   ",34,29,14280,12180,2100,5,0.1471
"SQU3    ","Squash Yellow 1/2bu ~20#           ","                                        ","          ",222,1908,"CS   ",18.3742,17.2804,35058,32971.0693,2086.93,1.0938,0.0595
"SQU65   ","Squash Butternut peel/halved 2/10# ","                                        ","          ",9,942,"CS   ",18.176,16,17121.75,15072,2049.75,2.176,0.1197
"APPE100 ","Apple Cortland ECO 72/80/88s       ","                                        ","40#       ",52,620,"CS   ",33.0979,30.0514,20520.7,18631.8613,1888.84,3.0465,0.092
"APPE63  ","Apple Paula Red ECO tote 8/5#      ","                                        ","          ",35,680,"CS   ",26.9796,24.7615,18346.15,16837.7926,1508.36,2.2181,0.0822
"APPE102 ","Apple McIntosh ECO 80/88s          ","                                        ","          ",5,337,"CS   ",32.9266,28.5906,11096.25,9635.0192,1461.23,4.336,0.1317
"APPE89  ","Apple Cripps Pink ECO tote 10/4#   ","TJs                                     ","          ",11,334,"CS   ",27.25,22.8952,9101.5,7646.9968,1454.5,4.3548,0.1598
"EGG16   ","Eggplant Classic 1-1/9bu           ","                                        ","          ",112,138,"CS   ",30.9681,21.0728,4273.6,2908.043,1365.56,9.8953,0.3195
"ONI11   ","Onion Yellow jumbo bag 50#         ","                                        ","          ",53,58,"BG   ",48.569,25.4983,2817,1478.9001,1338.1,23.0707,0.475
"APPE64  ","Apple Paula Red ECO 80s            ","                                        ","          ",3,378,"CS   ",30.6389,27.1944,11581.5,10279.5,1302,3.4445,0.1124
"CAB1    ","Cabbage Green 12-18s 50#           ","                                        ","          ",203,529,"CS   ",18.1824,15.8867,9618.5,8404.085,1214.42,2.2957,0.1263
"APPE243 ","Apple Zestar ECO tote 8/5#         ","                                        ","          ",2,245,"CS   ",33.25,29.0609,8146.25,7119.9205,1026.33,4.1891,0.126
"ASP6    ","Asparagus bunch 24/1#              ","                                        ","          ",8,150,"CS   ",80.2333,73.6667,12035,11050,985,6.5666,0.0818
"APP32   ","Apple Gala  72/80/88s              ","                                        ","          ",2,210,"CS   ",34.55,30,7255.5,6300,955.5,4.55,0.1317
"APP119  ","Apple Ginger Gold 72/80/88/100s    ","                                        ","          ",3,291,"CS   ",29.75,26.494,8657.25,7709.75,947.5,3.256,0.1094
"PCHE7   ","Peach Donut ECO 3-layer tray pack  ","                                        ","          ",9,230,"CS   ",28.825,24.7249,6629.75,5686.72,943.03,4.1001,0.1422
"TAN3    ","Tangerine Ojai Pixie sm bag 8/3#   ","                                        ","          ",5,278,"CS   ",28.25,24.9337,7853.5,6931.56,921.94,3.3163,0.1174
"APPE103 ","Apple Jonamac ECO tote 8/5#        ","                                        ","          ",1,140,"CS   ",29,22.5,4060,3150,910,6.5,0.2241
"MICO14  ","Microgreen Super Salad OG clam 4oz ","                                        ","          ",813,2581,"EA   ",4.9618,4.6096,12806.45,11897.45,909,0.3522,0.071
"MICO19  ","Micro Broccoli OG clam 3oz         ","                                        ","          ",851,2434,"CS   ",5.4529,5.0879,13272.3,12383.92,888.38,0.365,0.0669
"MICO15  ","Microgreen CleanseSalad OG clam 4oz","                                        ","          ",768,2467,"EA   ",4.9592,4.6074,12234.25,11366.5,867.75,0.3518,0.0709
"TAN8    ","Tangerine Ojai Pixie lg loose 25#  ","                                        ","          ",2,288,"CS   ",29.625,26.63,8532,7669.44,862.56,2.995,0.1011
"APP33   ","Apple Gala tote 8/5#               ","                                        ","          ",1,280,"CS   ",27,24,7560,6720,840,3,0.1111
"MICO21  ","Micro Kale OG clam 3oz             ","                                        ","          ",808,2201,"EA   ",5.4596,5.0884,12016.5,11199.59,816.91,0.3712,0.068
"MICO12  ","Microgreen Rainbow Mix OG clam 3oz ","                                        ","          ",770,2243,"EA   ",4.9588,4.609,11122.65,10337.9,784.75,0.3498,0.0706
"MICO1   ","Micro Arugula OG clam 3oz          ","                                        ","          ",698,2243,"EA   ",5.4084,5.0676,12131,11366.68,764.32,0.3408,0.063
"PEP14   ","Pepper Bell Green med 1-1/9 bu ~75s","                                        ","          ",10,452,"CS   ",13.1715,11.4812,5953.53,5189.52,764.01,1.6903,0.1283
"APPE183 ","Apple Fuji ECO tote 8/5#           ","                                        ","          ",2,210,"CS   ",31.4167,27.8598,6597.5,5850.558,746.94,3.5569,0.1132
"MICO13  ","Microgreen Sweet/Spicy OG clam 3oz ","                                        ","          ",726,2131,"EA   ",4.9565,4.6061,10562.3,9815.55,746.75,0.3504,0.0707
"MICO7   ","Micro Sunnies OG clam 4oz          ","                                        ","          ",820,2507,"EA   ",4.5408,4.2466,11383.75,10646.27,737.48,0.2942,0.0648
"APPE12  ","Apple McIntosh ECO polybag 12/3#   ","ECO-branded                             ","          ",2,210,"CS   ",25.5,22,5355,4620,735,3.5,0.1373
"SQU4    ","Squash Acorn 1-1/9 bu ~40#         ","                                        ","          ",68,355,"CS   ",19.9521,17.921,7083,6361.9424,721.06,2.0311,0.1018
"TUR3    ","Turnip Macomber 1-1/9 bu ~45#      ","                                        ","          ",5,190,"CS   ",31.75,28,6032.5,5320,712.5,3.75,0.1181
"SQU45   ","Squash Acorn bin ~700#             ","                                        ","          ",3,3,"BN   ",455,218.41,1365,655.23,709.77,236.59,0.52
"APPE163 ","Apple Jonagold ECO tote 8/5#       ","                                        ","          ",1,140,"CS   ",27.25,22.5,3815,3150,665,4.75,0.1743
"CHE6    ","Cherry Tart 12 quarts              ","                                        ","          ",3,150,"CS   ",42.06,37.7333,6309,5659.9992,649,4.3267,0.1029
"NECE2   ","Nectarine Yellow ECO basket 6/3.5# ","                                        ","          ",6,147,"CS   ",26.9915,22.6293,3967.75,3326.5,641.25,4.3622,0.1616
"SQU12   ","Squash Zucchini med                ","                                        ","          ",11,444,"CS   ",11.4257,10.0676,5073,4470,603,1.3581,0.1189
"APPE124 ","Apple Red Delicious ECO 88/100s    ","                                        ","          ",6,140,"CS   ",24.3646,20.2486,3411.05,2834.8094,576.24,4.116,0.1689
"APPE254 ","Apple Empire ECO 125s              ","                                        ","          ",30,93,"CS   ",35.3898,29.2944,3291.25,2724.3816,566.87,6.0954,0.1722
"PER3    ","Pear Hosui 44-48ct 2-layer tray    ","                                        ","          ",6,96,"CS   ",45.9479,40.2171,4411,3860.8404,550.16,5.7308,0.1247
"EGG3    ","Eggplant #1 1-1/9bu                ","                                        ","          ",7,291,"CS   ",14.4613,12.5808,4208.25,3661,547.25,1.8805,0.13
"SQU36   ","Squash Butternut 1-1/9bu ~45#      ","                                        ","          ",82,235,"CS   ",21.8521,19.6789,5135.25,4624.544,510.71,2.1732,0.0995
"BROO5   ","Broccoli OG bunch 14bn-1/2bu 3st/bn","                                        ","          ",2,200,"CS   ",25,22.5,5000,4500,500,2.5,0.1
"CID2    ","Cider Apple 9x1/2gal               ","                                        ","          ",47,274,"CS   ",22.4084,20.6006,6139.9,5644.5658,495.33,1.8078,0.0807
"APPE22  ","Apple Empire ECO polybag 12/3#     ","ECO-branded                             ","          ",2,140,"CS   ",25.5,22,3570,3080,490,3.5,0.1373
"APPE82  ","Apple Cortland ECO polybag 12/3#   ","ECO-branded                             ","          ",2,140,"CS   ",25.5,22,3570,3080,490,3.5,0.1373
"APP74   ","Apple Macoun 80/88s                ","                                        ","          ",1,84,"CS   ",39.5,34,3318,2856,462,5.5,0.1392
"APPE270 ","Apple Cortland ECO 125s            ","                                        ","          ",25,69,"CS   ",35.4601,28.8825,2446.75,1992.8893,453.86,6.5776,0.1855
"PER9    ","Pear Bosc tote 8/6#                ","                                        ","          ",10,80,"CS   ",42.1781,36.7148,3374.25,2937.1804,437.07,5.4633,0.1295
"SQU54   ","Squash Spaghetti bin ~700#         ","                                        ","          ",2,2,"BN   ",455,239.405,910,478.81,431.19,215.595,0.4738
"TOM41   ","Tomatoes Cherry HRLM Mix 10# loose ","                                        ","          ",3,150,"CS   ",25,22.16,3750,3324,426,2.84,0.1136
"APPE266 ","Apple Red Delicious ECO 125s       ","                                        ","          ",16,58,"CS   ",34.9828,27.9259,2029,1619.6998,409.3,7.0569,0.2017
"WHEO1   ","Wheatgrass OG cut clam 6oz         ","                                        ","          ",648,1617,"EA   ",4.6029,4.3503,7442.85,7034.4,408.45,0.2526,0.0549
"PCHE17  ","Peach ECO White punnet 8/3#        ","ECO-branded                             ","          ",2,100,"CS   ",31.7,27.7,3170,2770,400,4,0.1262
"SQU24   ","Squash Butternut peel/dice bag4/10#","                                        ","          ",13,25,"CS   ",57.3,44.1736,1432.5,1104.34,328.16,13.1264,0.2291
"SQU6    ","Squash Spaghetti 1-1/9 bu ~40#     ","                                        ","          ",104,236,"CS   ",25.6992,24.3521,6065,5747.0951,317.9,1.3471,0.0524
"PEA5    ","Pea Sugar Snap 15# 1/2 bu          ","                                        ","          ",22,93,"CS   ",37.2581,33.858,3465,3148.7903,316.21,3.4001,0.0913
"APPE145 ","Apple Gala ECO 125s                ","                                        ","          ",17,66,"CS   ",44.1553,39.5365,2914.25,2609.4104,304.84,4.6188,0.1046
"BSKT1   ","PKG Basket Peach Master 6/3.5#     ","                                        ","          ",9,11052,"EA   ",1.6632,1.6357,18381.96,18077.8625,304.1,0.0275,0.0165
"TANO2   ","Tangerine OG Pixie med loose 25#   ","                                        ","          ",1,72,"CS   ",43,39.04,3096,2810.88,285.12,3.96,0.0921
"BEA1    ","Bean Green 1 bu                    ","                                        ","          ",33,39,"CS   ",38.1795,30.8769,1489,1204.199,284.8,7.3026,0.1913
"APPE50  ","Apple Empire ECO 138s              ","                                        ","          ",6,36,"CS   ",34.4167,26.6661,1239,959.9812,279.02,7.7506,0.2252
"CUC2    ","Cucumber Select 1-1/9 bu           ","                                        ","          ",12,115,"CS   ",18.8957,16.5583,2173,1904.21,268.79,2.3374,0.1237
"APPE112 ","Apple Ginger Gold ECO 80/88s       ","                                        ","          ",4,102,"CS   ",30.0333,27.4141,3063.4,2796.2408,267.16,2.6192,0.0872
"APPE72  ","Apple Macoun ECO polybag 12/3#     ","ECO-branded                             ","          ",1,70,"CS   ",27,23.25,1890,1627.5,262.5,3.75,0.1389
"PCHE14  ","Peach White ECO basket 6/3.5#      ","                                        ","          ",3,69,"CS   ",28.3804,24.6196,1958.25,1698.75,259.5,3.7608,0.1325
"PUM19   ","Pumpkin 18-22#ea 39-40ct bin ~790# ","                                        ","          ",13,27,"BN   ",168,158.5407,4536,4280.6,255.4,9.4593,0.0563
"SQU55   ","Squash Gourd Lunch Lady bin ~700#  ","                                        ","          ",1,1,"BN   ",490,239.41,490,239.41,250.59,250.59,0.5114
"PEP8    ","Pepper Bell Green XL 1-1/9bu ~55s  ","                                        ","          ",3,159,"CS   ",12.5252,11.0061,1991.5,1749.97,241.53,1.5191,0.1213
"APPE23  ","Apple Empire ECO tote 8/5#         ","                                        ","          ",28,117,"CS   ",28.3457,26.3927,3316.45,3087.9491,228.5,1.953,0.0689
"PUM11   ","Pumpkin Jack B. Little 1/2bu ~17#  ","                                        ","          ",35,50,"CS   ",29.94,25.4895,1497,1274.477,222.52,4.4505,0.1486
"APPE79  ","Apple Macoun ECO 125s              ","                                        ","          ",15,41,"CS   ",45.2195,39.8819,1854,1635.1598,218.84,5.3376,0.118
"CUC5    ","Cucumber Pickle Fancy 1 bu         ","                                        ","          ",25,25,"CS   ",49.83,41.5477,1245.75,1038.6922,207.06,8.2823,0.1662
"APPE929 ","Apple Hrlm Orleans Reinette ECO    ","                                        ","1/2BU     ",2,46,"CS   ",38,33.5,1748,1541,207,4.5,0.1184
"APPE274 ","Apple McIntosh ECO 125s            ","                                        ","          ",20,63,"CS   ",37.75,34.4751,2378.25,2171.93,206.32,3.2749,0.0868
"MKTE001 ","Banner Eco Apple 24 x 36           ","                                        ","          ",3,4,"EA   ",50,0,200,0,200,50,1
"TAN6    ","Tangerine Ojai pixie Med Bag 9/2#  ","                                        ","          ",1,72,"CS   ",26.5,23.76,1908,1710.72,197.28,2.74,0.1034
"BLUO4   ","Blueberries OG Wild Maine 12 pint  ","                                        ","          ",19,50,"CS   ",52.212,48.3452,2610.6,2417.26,193.34,3.8668,0.0741
"SQU25   ","Squash Butternut peeled halved 40# ","                                        ","          ",8,12,"CS   ",53.7708,38.2108,645.25,458.5301,186.72,15.56,0.2894
"APPE65  ","Apple Paula Red ECO 80/88s         ","                                        ","          ",21,46,"CS   ",36.9272,33.0883,1698.65,1522.0612,176.59,3.8389,0.104
"LET5    ","Lettuce Romaine 24s                ","                                        ","          ",46,58,"CS   ",25.75,22.9542,1493.5,1331.346,162.15,2.7958,0.1086
"TAN7    ","Tangerine Ojai Pixie sm bag 9/2#   ","                                        ","          ",1,72,"CS   ",22.5,20.26,1620,1458.72,161.28,2.24,0.0996
"NECE6   ","Nectarine White ECO basket 6/3.5#  ","                                        ","          ",2,40,"CS   ",28.4375,24.5625,1137.5,982.5,155,3.875,0.1363
"TOM32   ","Tomato on the vine 11#             ","                                        ","          ",176,1063,"CS   ",19.606,19.4637,20841.2,20689.8604,151.34,0.1423,0.0073
"LET1    ","Lettuce Green Leaf 24s             ","                                        ","          ",51,56,"CS   ",25.8705,23.2455,1448.75,1301.7484,147,2.625,0.1015
"NECE4   ","Nectarine ECO 2-3/4"" 2-layer tray  ","                                        ","          ",4,13,"CS   ",32.75,22.75,425.75,295.75,130,10,0.3053
"SCA2    ","Scallion bunch 24s                 ","                                        ","          ",70,85,"CS   ",23.2794,21.7629,1978.75,1849.8499,128.9,1.5165,0.0651
"APPE925 ","Apple Hrlm Lamb Abbey Pearmain ECO ","                                        ","1/2BU     ",4,24,"CS   ",39.0417,33.8138,937,811.53,125.47,5.2279,0.1339
"SWI3    ","Swiss Chard Rainbow bunch 12s      ","                                        ","          ",7,42,"CS   ",18.7857,15.8695,789,666.5199,122.48,2.9162,0.1552
"PCHE9   ","Peach ECO 2-7/8"" 2-layer tray      ","                                        ","          ",11,67,"CS   ",35.4701,33.6574,2376.5,2255.0466,121.45,1.8127,0.0511
"CID1    ","Cider Apple 4x1gal                 ","                                        ","          ",24,86,"CS   ",19.8023,18.4237,1703,1584.4398,118.56,1.3786,0.0696
"APPE920 ","Apple Hrlm Hubbardston Nonesuch ECO","                                        ","          ",3,23,"CS   ",38.6304,33.5435,888.5,771.5,117,5.0869,0.1317
"APPE918 ","Apple Hrlm Gravenstein ECO 1/2bu   ","                                        ","          ",4,24,"CS   ",39.0417,34.2304,937,821.5302,115.47,4.8113,0.1232
"TOTE13  ","PKG Pouch Generic 12oz             ","                                        ","          ",1,24,"TH   ",97,92.2,2328,2212.8,115.2,4.8,0.0495
"ASP5    ","Asparagus loose 15#                ","                                        ","          ",1,20,"CS   ",50.75,45,1015,900,115,5.75,0.1133
"PER12   ","Pear Bartlett Green tote 8/6#      ","                                        ","          ",1,35,"CS   ",33.25,30,1163.75,1050,113.75,3.25,0.0977
"PER17   ","Pear Bartlett Red tote 8/6#        ","                                        ","          ",1,35,"CS   ",33.25,30,1163.75,1050,113.75,3.25,0.0977
"APPE921 ","Apple Hrlm Hudson's Golden Gem ECO ","                                        ","          ",1,25,"CS   ",38,33.5,950,837.5,112.5,4.5,0.1184
"APPE919 ","Apple Hrlm Holstein ECO 1/2bu      ","                                        ","          ",5,22,"CS   ",39.3636,34.2741,866,754.03,111.97,5.0895,0.1293
"APPE117 ","Apple Ginger Gold  ECO 125s        ","                                        ","          ",4,18,"CS   ",38.3611,32.1828,690.5,579.291,111.21,6.1783,0.1611
"CAR2    ","Carrot bunch 14s                   ","                                        ","          ",47,44,"CS   ",25.4118,22.898,1118.12,1007.5136,110.61,2.5138,0.0989
"TAN5    ","Tangerine Ojai Pixie Med, Bag, 8/3#","                                        ","          ",1,31,"CS   ",33.75,30.26,1046.25,938.06,108.19,3.49,0.1034
"APPE284 ","Apple Golden Delicious ECO 125s    ","                                        ","          ",9,17,"CS   ",37.7353,31.9012,641.5,542.3205,99.18,5.8341,0.1546
"ONI8    ","Onion Red jumbo bag 25#            ","                                        ","          ",63,100,"BG   ",23.855,22.8811,2385.5,2288.1103,97.39,0.9739,0.0408
"SQU49   ","Squash Kabocha 1-1/9bu ~45#        ","                                        ","          ",39,60,"CS   ",25.3458,23.7383,1520.75,1424.2998,96.45,1.6075,0.0634
"APPE269 ","Apple Cortland ECO 138s            ","                                        ","          ",3,10,"CS   ",39.15,29.656,391.5,296.5598,94.94,9.494,0.2425
"ARU1    ","Arugula bunch 24s                  ","                                        ","          ",13,11,"CS   ",31.7273,23.6918,349,260.61,88.39,8.0355,0.2533
"APPE164 ","Apple Jonagold ECO 80s             ","                                        ","          ",1,17,"CS   ",35.5,30.75,603.5,522.75,80.75,4.75,0.1338
"BEE1    ","Beet Red bunch 12s                 ","                                        ","          ",52,130,"CS   ",20.5327,19.9512,2669.25,2593.6505,75.6,0.5815,0.0283
"TOM3    ","Tomato Grape 12 pint               ","                                        ","          ",7,28,"CS   ",35.9464,33.2686,1006.5,931.52,74.98,2.6778,0.0745
"MICO24  ","Microgreen Cilantro OG clam 1oz    ","                                        ","          ",55,159,"CS   ",4,3.5355,636,562.15,73.85,0.4645,0.1161
"APPE937 ","Apple Hrlm Winesap ECO 1/2bu       ","                                        ","          ",1,16,"CS   ",38.5,34,616,544,72,4.5,0.1169
"MICO26  ","Microgreen Peas OG clam 4oz        ","                                        ","          ",58,142,"CS   ",4.0458,3.5479,574.5,503.8,70.7,0.4979,0.1231
"APPE119 ","Apple Ginger Gold ECO 72/80/88/100s","                                        ","          ",8,17,"CS   ",37.5,33.5799,637.5,570.858,66.64,3.9201,0.1045
"APPE3   ","Apple Empire ECO 80/88/100s        ","                                        ","          ",1,16,"CS   ",34.75,30.75,556,492,64,4,0.1151
"TOM37   ","Tomato Premium 20#                 ","                                        ","          ",2,16,"CS   ",34,30,544,480,64,4,0.1176
"PEP9    ","Pepper Jalapeño 1/2 bu             ","                                        ","          ",16,29,"CS   ",26.4052,24.2179,765.75,702.32,63.43,2.1873,0.0828
"TOTE5   ","PKG Tote Paper Apple Clark 5#      ","ECO-branded                             ","          ",3,32000,"EA   ",0.1701,0.1681,5442.17,5379.2,62.97,0.002,0.0116
"APP51   ","Apple Cortland 138s                ","                                        ","          ",6,11,"CS   ",44.6136,38.9491,490.75,428.44,62.31,5.6645,0.127
"APPE35  ","Apple Gala ECO 88/100s             ","                                        ","          ",28,63,"CS   ",40.1944,39.2592,2532.25,2473.3302,58.92,0.9352,0.0233
"PUM9    ","Pumpkin Sugar 8s 1-1/9bu ~24#      ","                                        ","          ",53,150,"CS   ",23.36,22.9697,3504,3445.4495,58.55,0.3903,0.0167
"MICO25  ","Microgreen Parsley OG clam 1oz     ","                                        ","          ",58,166,"CS   ",3.8946,3.55,646.5,589.3,57.2,0.3446,0.0885
"APPE93  ","Apple Hrlm Ashmead's Kernel ECO    ","                                        ","1/2BU     ",1,25,"CS   ",38,35.75,950,893.75,56.25,2.25,0.0592
"PAR1    ","Parsley Flat bunch 30s 1/2bu       ","                                        ","          ",34,32,"CS   ",26.2656,24.5244,840.5,784.7802,55.72,1.7412,0.0663
"MICO23  ","Microgreen Basil OG clam 1oz       ","                                        ","          ",54,164,"CS   ",2.75,2.414,451,395.9,55.1,0.336,0.1222
"APPE60  ","Apple Red Delicious ECO 138s       ","                                        ","          ",3,10,"CS   ",32.25,26.816,322.5,268.16,54.34,5.434,0.1685
"APPE942 ","Apple Golden Del ECO 40#           ","                                        ","          ",1,13,"CS   ",35,31,455,403,52,4,0.1143
"POT31   ","Potato Sweet 1-1/9bu ~40#          ","                                        ","          ",3,3,"CS   ",64,46.7567,192,140.27,51.73,17.2433,0.2694
"APPE87  ","Apple Spencer ECO 40#              ","                                        ","          ",1,15,"CS   ",34.5,31.2,517.5,468,49.5,3.3,0.0957
"TOM18   ","Tomato medium loose 25#            ","                                        ","          ",11,24,"CS   ",32.9792,30.9363,791.5,742.4701,49.03,2.0429,0.0619
"APPE49  ","Apple McIntosh ECO 125s            ","                                        ","          ",1,5,"CS   ",40.75,30.994,203.75,154.97,48.78,9.756,0.2394
"BOK3    ","Bok Choy 30# loose                 ","                                        ","          ",7,10,"CS   ",34.295,29.435,342.95,294.3503,48.6,4.86,0.1417
