Itemcode,"Description                        ","Item_brand                              ","Packsize  ",Number_of_invoices,Quantity_sold,Uomid,"Ave_price_each       ","Ave_cost_each        ","Total_sales          ","Cost_of_goods_sold   ","Line_gross_profit    ",Gross_profit_per_muom,Profit_percent
"APPE274 ","Apple McIntosh ECO 125s            ","                                        ","          ",17,49,"CS   ",30.2245,28.2053,1481,1382.0615,98.94,2.0192,0.0668
"APPE79  ","Apple Macoun ECO 125s              ","                                        ","          ",15,28,"CS   ",33.9911,30.539,951.75,855.0906,96.66,3.4521,0.1016
"APPE102 ","Apple McIntosh ECO 80/88s          ","                                        ","          ",68,173,"CS   ",35.5954,35.0427,6158,6062.3893,95.61,0.5527,0.0155
"PER2    ","Pear Hosui ~60ct basket 6/3.5#     ","                                        ","          ",3,15,"CS   ",40.15,34.3806,602.25,515.7096,86.54,5.7694,0.1437
"TOM44   ","Tomato Grape loose 20#             ","                                        ","          ",17,25,"CS   ",39.2,35.7424,980,893.5602,86.44,3.4576,0.0882
"APPE137 ","Apple Jonamac  ECO 125/138s        ","                                        ","          ",9,33,"CS   ",30.803,28.2697,1016.5,932.8996,83.6,2.5333,0.0822
"GRA13   ","Grape Mars 1/2bu                   ","                                        ","          ",2,11,"CS   ",49,42.1527,539,463.68,75.32,6.8473,0.1397
"PER4    ","Pear Shinseiki ~60ct basket 6/3.5# ","                                        ","          ",2,16,"CS   ",37.4531,32.865,599.25,525.84,73.41,4.5881,0.1225
"PCHE14  ","Peach White ECO basket 6/3.5#      ","                                        ","          ",1,35,"CS   ",26.75,24.75,936.25,866.25,70,2,0.0748
"CID1    ","Cider Apple 4x1gal                 ","                                        ","          ",19,38,"CS   ",24.5,22.7087,931,862.9297,68.07,1.7913,0.0731
"APPE112 ","Apple Ginger Gold ECO 80/88s       ","                                        ","          ",1,10,"CS   ",32,25.25,320,252.5,67.5,6.75,0.2109
"SWI3    ","Swiss Chard Rainbow bunch 12s      ","                                        ","          ",17,41,"CS   ",22.0756,20.5154,905.1,841.13,63.97,1.5602,0.0707
"APPE131 ","Apple Empire ECO 88/100s           ","                                        ","          ",1,15,"CS   ",32,27.8713,480,418.0695,61.93,4.1287,0.129
"APPE11  ","Apple McIntosh ECO tote 10/4#      ","TJs                                     ","          ",1,14,"CS   ",26.25,22.3571,367.5,312.9994,54.5,3.8929,0.1483
"TOM41   ","Tomatoes Cherry HRLM Mix 10# loose ","                                        ","          ",4,145,"CS   ",25,24.6552,3625,3575.0035,50,0.3448,0.0138
"APPE49  ","Apple McIntosh ECO 125s            ","                                        ","          ",1,14,"CS   ",26,22.5,364,315,49,3.5,0.1346
"APPE912 ","Apple Hrlm Cox's Orange Pippin ECO ","                                        ","1/2BU     ",4,18,"CS   ",39.5833,37.0739,712.5,667.33,45.17,2.5094,0.0634
"GRA27   ","Grape Vanessa 1/2bu                ","                                        ","          ",1,5,"CS   ",49,40,245,200,45,9,0.1837
"BEE2    ","Beet Red Cut bag 25#               ","                                        ","          ",26,118,"CS   ",15.1165,14.8021,1783.75,1746.6498,37.1,0.3144,0.0208
"APPE273 ","Apple McIntosh ECO 138s            ","                                        ","          ",11,24,"CS   ",34.8125,33.3159,835.5,799.5817,35.92,1.4966,0.043
"GRA26   ","Grape Jupiter 1/2bu                ","                                        ","          ",1,5,"CS   ",49,42.25,245,211.25,33.75,6.75,0.1378
"PER9    ","Pear Bosc tote 8/6#                ","                                        ","          ",5,10,"CS   ",42.3,39.068,423,390.68,32.32,3.232,0.0764
"APPE937 ","Apple Hrlm Winesap ECO 1/2bu       ","                                        ","          ",2,11,"CS   ",39.0909,36.5,430,401.5,28.5,2.5909,0.0663
"SQU56   ","Squash Butterkin 1-1/9bu           ","                                        ","          ",1,4,"CS   ",26,18.895,104,75.58,28.42,7.105,0.2733
"CAB9    ","Cabbage Green Shredded 4/5#        ","                                        ","          ",5,5,"CS   ",38.1,32.516,190.5,162.58,27.92,5.584,0.1466
"BEEO3   ","Beet Gold OG bunch 12s             ","                                        ","          ",9,14,"CS   ",27.7393,25.7957,388.35,361.1402,27.21,1.9436,0.0701
"MICO4   ","Micro Peas OG clam 2oz             ","                                        ","          ",18,71,"EA   ",2.75,2.4,195.25,170.4,24.85,0.35,0.1273
"APPE270 ","Apple Cortland ECO 125s            ","                                        ","          ",7,11,"CS   ",31,28.8501,341,317.3506,23.65,2.1499,0.0694
"APPE84  ","Apple Cortland ECO 80s             ","                                        ","          ",1,18,"CS   ",32,30.75,576,553.5,22.5,1.25,0.0391
"CIL2    ","Cilantro bunch 30s                 ","                                        ","          ",27,37,"CS   ",25.6216,25.0335,948,926.2409,21.76,0.5881,0.023
"APPE95  ","Apple Hrlm Baldwin ECO 1/2bu       ","                                        ","          ",2,3,"CS   ",45,37.8967,135,113.69,21.31,7.1033,0.1579
"CAB10   ","Cabbage Red Shredded 4/5 #         ","                                        ","          ",4,4,"CS   ",36.9375,31.8975,147.75,127.59,20.16,5.04,0.1364
"APPE928 ","Apple Hrlm Northern Spy ECO 1/2bu  ","                                        ","          ",3,3,"CS   ",45,38.9367,135,116.81,18.19,6.0633,0.1347
"SQU48   ","Squash Butternut peel1/2 10-14s 15#","                                        ","          ",3,5,"CS   ",21.3,17.686,106.5,88.43,18.07,3.614,0.1697
"MICO6   ","Micro Sunnies OG clam 2oz          ","                                        ","          ",19,50,"EA   ",2.75,2.4,137.5,120,17.5,0.35,0.1273
"SQU51   ","Squash Butternut peeld/dice bag 10#","                                        ","          ",2,4,"CS   ",15.5,11.65,62,46.6,15.4,3.85,0.2484
"APPE951 ","Apple Hrlm Hidden Rose ECO         ","                                        ","          ",1,3,"CS   ",52,47.0934,156,141.2802,14.72,4.9066,0.0944
"APPE78  ","Apple Grannysmith ECO 88/100s      ","                                        ","          ",1,10,"CS   ",32,30.7,320,307,13,1.3,0.0406
"APPE98  ","Apple Hrlm Black Oxford ECO 1/2bu  ","                                        ","          ",1,2,"CS   ",45,38.595,90,77.19,12.81,6.405,0.1423
"PEP24   ","Pepper Yummy Mix 1/2bu             ","                                        ","          ",6,6,"CS   ",33.6667,31.5883,202,189.53,12.47,2.0784,0.0617
"NECE8   ","Nectarine ECO 2-1/4 loose 26#      ","                                        ","          ",8,27,"CS   ",26.0463,25.607,703.25,691.3901,11.86,0.4393,0.0169
"CARO6   ","Carrots Yellow OG bunch 12s        ","                                        ","          ",2,2,"CS   ",34.25,28.6,68.5,57.2,11.3,5.65,0.165
"COR9    ","Corn Sweet Shucked 24ct            ","                                        ","          ",1,2,"CS   ",42.25,36.73,84.5,73.46,11.04,5.52,0.1307
"MICO25  ","Microgreen Parsley OG clam 1oz     ","                                        ","          ",16,24,"CS   ",4,3.55,96,85.2,10.8,0.45,0.1125
"MICO26  ","Microgreen Peas OG clam 4oz        ","                                        ","          ",16,24,"CS   ",4,3.55,96,85.2,10.8,0.45,0.1125
"NECE2   ","Nectarine Yellow ECO basket 6/3.5# ","                                        ","          ",4,2,"CS   ",29,23.75,58,47.5,10.5,5.25,0.181
"APPE186 ","Apple Fuji ECO 125s/138s           ","                                        ","          ",1,1,"CS   ",37.75,28.31,37.75,28.31,9.44,9.44,0.2501
"APPE92  ","Apple Hrlm Ananas Reinette ECO     ","                                        ","          ",2,13,"CS   ",39,38.2769,507,497.6,9.4,0.7231,0.0185
"MICO23  ","Microgreen Basil OG clam 1oz       ","                                        ","          ",15,26,"CS   ",2.75,2.4,71.5,62.4,9.1,0.35,0.1273
"MICO2   ","Micro Beets OG clam 1oz            ","                                        ","          ",16,24,"EA   ",2.75,2.4,66,57.6,8.4,0.35,0.1273
"MICO3   ","Micro Red Chard OG clam 1oz        ","                                        ","          ",18,24,"EA   ",2.75,2.4,66,57.6,8.4,0.35,0.1273
"MICO24  ","Microgreen Cilantro OG clam 1oz    ","                                        ","          ",16,18,"CS   ",4,3.55,72,63.9,8.1,0.45,0.1125
"SCAO3   ","Scallion OG bunch 12s              ","                                        ","          ",2,2,"CS   ",28.5,24.6,57,49.2,7.8,3.9,0.1368
"APPE97  ","Apple Hrlm Black Gilliflower ECO   ","                                        ","1/2BU     ",2,2,"CS   ",45,41.16,90,82.32,7.68,3.84,0.0853
"PCHE9   ","Peach ECO 2-7/8"" 2-layer tray      ","                                        ","          ",1,2,"CS   ",32,28.25,64,56.5,7.5,3.75,0.1172
"MICO5   ","Micro Purple Radish OG clam 1oz    ","                                        ","          ",14,21,"EA   ",2.75,2.4,57.75,50.4,7.35,0.35,0.1273
"SQU53   ","Squash Butternut peeled/halved 10# ","                                        ","          ",3,5,"CS   ",14.4,13.038,72,65.19,6.81,1.362,0.0946
"APPE921 ","Apple Hrlm Hudson's Golden Gem ECO ","                                        ","          ",1,1,"CS   ",45,38.6,45,38.6,6.4,6.4,0.1422
"PEP4    ","Pepper Poblano 1/2 bu              ","                                        ","          ",6,7,"CS   ",27.25,26.3814,190.75,184.67,6.08,0.8686,0.0319
"CARO4   ","Carrots OG bunch 12s               ","                                        ","          ",1,1,"CS   ",34.25,28.59,34.25,28.59,5.66,5.66,0.1653
"CARO5   ","Carrots Purple OG bunch 12s        ","                                        ","          ",1,1,"CS   ",34.25,28.59,34.25,28.59,5.66,5.66,0.1653
"APPE918 ","Apple Hrlm Gravenstein ECO 1/2bu   ","                                        ","          ",1,20,"CS   ",38.5,38.25,770,765,5,0.25,0.0065
"NEWITEM ","NEW Type Variety Cert Grade Pack   ","                                        ","          ",1,3,"CS   ",25,23.41,75,70.23,4.77,1.59,0.0636
"TOTE14  ","PKG Tote Paper Apple Phoenix 5#    ","ECO-branded                             ","          ",1,7450,"EA   ",0.172,0.1714,1281.4,1276.93,4.47,0.0006,0.0035
"APPE919 ","Apple Hrlm Holstein ECO 1/2bu      ","                                        ","          ",5,16,"CS   ",40.125,39.8644,642,637.83,4.17,0.2606,0.0065
"PEP25   ","Pepper Hot Mix 1/2bu               ","                                        ","          ",9,11,"CS   ",27.75,27.4182,305.25,301.6,3.65,0.3318,0.012
"APPE945 ","Apple HRLM ECO mix 1/2bu           ","                                        ","          ",1,2,"CS   ",40,38.25,80,76.5,3.5,1.75,0.0438
"PER8    ","Pear Bosc 4/5 bu ~40#              ","                                        ","          ",2,3,"CS   ",43.1667,42.03,129.5,126.09,3.41,1.1367,0.0263
"RUT1    ","Rutabaga bag 50#                   ","                                        ","          ",1,1,"CS   ",23,20.01,23,20.01,2.99,2.99,0.13
"SQU64   ","Squash Winter Mix ~40#             ","                                        ","          ",1,1,"CS   ",25,22.25,25,22.25,2.75,2.75,0.11
"SCA4    ","Scallion Red 24s                   ","                                        ","          ",1,1,"CS   ",27.75,26.38,27.75,26.38,1.37,1.37,0.0494
"BEEO1   ","Beet Red OG 12s                    ","                                        ","          ",8,13,"CS   ",23.3538,23.2662,303.6,302.4603,1.14,0.0876,0.0038
"CUC4    ","Cucumber Pickle Slicer 1 bu        ","                                        ","          ",4,4,"CS   ",28.5,28.31,114,113.24,0.76,0.19,0.0067
