Itemcode,"Description                        ","Item_brand                              ","Packsize  ",Number_of_invoices,Quantity_sold,Uomid,"Ave_price_each       ","Ave_cost_each        ","Total_sales          ","Cost_of_goods_sold   ","Line_gross_profit    ",Gross_profit_per_muom,Profit_percent
"APPE938 ","Apple Hrlm Winter Banana ECO 1/2bu ","                                        ","          ",1,15,"CS   ",38.5,38.4787,577.5,577.1805,0.32,0.0213,0.0006
"APPE104 ","Apple Jonamac ECO 80s              ","                                        ","          ",1,7,"CS   ",28,28,196,196,0,0,0
"APPE145 ","Apple Gala ECO 125s                ","                                        ","          ",1,2,"CS   ",28,28,56,56,0,0,0
"APPE15  ","Apple McIntosh ECO 100s            ","                                        ","          ",1,2,"CS   ",28,28,56,56,0,0,0
"CID3    ","Cider Apple 15ct pint              ","                                        ","          ",1,20,"CS   ",17.25,17.25,345,345,0,0,0
"LBL37   ","PKG Label RT Dymo Printed          ","                                        ","          ",1,11,"EA   ",20.48,20.48,225.28,225.28,0,0,0
"PER20   ","Pear Bartlett Green 4/5bu          ","                                        ","          ",1,3,"CS   ",39,39,117,117,0,0,0
"PER3    ","Pear Hosui 44-48ct 2-layer tray    ","                                        ","          ",1,10,"CS   ",39,39,390,390,0,0,0
"TOTE1   ","PKG Tote Plastic Apple TJs         ","                                        ","          ",1,0,"CS   ",0,0,0,0,0,0,0
"TOTE13  ","PKG Pouch Generic 12oz             ","                                        ","          ",1,0,"TH   ",0,0,0,0,0,0,0
"APPE172 ","Apple Evercrisp ECO tote 8/5#      ","                                        ","          ",1,1,"CS   ",32,32.2,32,32.2,-0.2,-0.2,-0.0062
"PEP31   ","Pepper Cherry Hot 1/2bu            ","                                        ","          ",2,2,"CS   ",25.75,26.105,51.5,52.21,-0.71,-0.355,-0.0138
"APPE915 ","Apple Hrlm Esopus Spitzenburg ECO  ","                                        ","1/2BU     ",1,15,"CS   ",38.5,38.5953,577.5,578.9295,-1.43,-0.0953,-0.0025
"APPE958 ","Apple Hrlm Opalescent ECO          ","                                        ","          ",3,3,"CS   ",45,45.7067,135,137.12,-2.12,-0.7067,-0.0157
"APP62   ","Apple Paula Red polybag 12/3#      ","                                        ","          ",1,1,"CS   ",0,2.25,0,2.25,-2.25,-2.25,-99.9999
"APPE927 ","Apple Hrlm Newtown Pippin ECO 1/2bu","                                        ","          ",1,12,"CS   ",38.5,38.7,462,464.4,-2.4,-0.2,-0.0052
"APPE925 ","Apple Hrlm Lamb Abbey Pearmain ECO ","                                        ","1/2BU     ",3,17,"CS   ",39.2647,39.4271,667.5,670.26,-2.76,-0.1624,-0.0041
"RAD1    ","Radish Red bunch 24s               ","                                        ","          ",14,12,"CS   ",25.25,25.4929,303,305.9152,-2.92,-0.2429,-0.0096
"APPE911 ","Apple Hrlm Claygate Pearmain ECO   ","                                        ","1/2BU     ",1,1,"CS   ",45,48.26,45,48.26,-3.26,-3.26,-0.0724
"SCA2    ","Scallion bunch 24s                 ","                                        ","          ",10,14,"CS   ",24.2679,24.6264,339.75,344.77,-5.02,-0.3585,-0.0148
"SQU61   ","Squash Butternut peel/diced 4/48oz ","                                        ","          ",1,1,"CS   ",18,23.95,18,23.95,-5.95,-5.95,-0.3306
"ONI17   ","Onion Shallot 10# bag              ","                                        ","          ",1,3,"BG   ",21,22.9967,63,68.9901,-5.99,-1.9967,-0.0951
"CAB2    ","Cabbage Red 12-18s 50#             ","                                        ","          ",13,13,"CS   ",22.8462,23.3092,297,303.02,-6.02,-0.463,-0.0203
"APPE947 ","Apple Hrlm Ribston Pippin ECO 1/2bu","                                        ","          ",2,2,"CS   ",45,48.255,90,96.51,-6.51,-3.255,-0.0723
"PEP8    ","Pepper Bell Green XL 1-1/9bu ~55s  ","                                        ","          ",1,1,"CS   ",17,24.3,17,24.3,-7.3,-7.3,-0.4294
"APPE920 ","Apple Hrlm Hubbardston Nonesuch ECO","                                        ","          ",2,13,"CS   ",39,39.7354,507,516.56,-9.56,-0.7354,-0.0189
"TOM3    ","Tomato Grape 12 pint               ","                                        ","          ",4,6,"CS   ",33.4167,35.165,200.5,210.99,-10.49,-1.7483,-0.0523
"APPE138 ","Apple Gala ECO 125/138s            ","                                        ","          ",16,25,"CS   ",32.02,32.5421,800.5,813.5529,-13.05,-0.5221,-0.0163
"APPE931 ","Apple Hrlm Reine des Reinettes ECO ","                                        ","1/2BU     ",4,15,"CS   ",39.8,40.6793,597,610.1898,-13.19,-0.8793,-0.0221
"POT34   ","Potato Silverton Russet bag 50#    ","                                        ","          ",1,8,"CS   ",16,17.7254,128,141.8032,-13.8,-1.7254,-0.1078
"LEE1    ","Leek bunch 12s                     ","                                        ","          ",27,29,"CS   ",26.4828,26.9886,768,782.6701,-14.67,-0.5058,-0.0191
"SQU47   ","Squash Butternut peeld/dicd 12/20oz","                                        ","          ",3,3,"CS   ",22.5,28.9033,67.5,86.71,-19.21,-6.4033,-0.2846
"BEE3    ","Beet Gold bunch 12s                ","                                        ","          ",9,9,"CS   ",23.3833,25.6355,210.45,230.7198,-20.27,-2.2522,-0.0963
"SQU16   ","Squash Delicata 1/2 bu ~20#        ","                                        ","          ",6,5,"CS   ",24.5,28.754,122.5,143.7702,-21.27,-4.254,-0.1736
"COR8    ","Corn Indian bunch 20s bag          ","                                        ","          ",15,23,"BG   ",42.5435,43.8805,978.5,1009.2508,-30.75,-1.337,-0.0314
"POT44   ","Potato French Fry Cut Bucket 25#   ","                                        ","          ",1,18,"EA   ",32,34.1232,576,614.2176,-38.22,-2.1232,-0.0664
"COR6    ","Corn Sweet White bag 60s           ","                                        ","          ",2,5,"BG   ",5.2,13,26,65,-39,-7.8,-1.5
"BEE11   ","Beet Gold cut bag 25#              ","                                        ","          ",5,15,"BG   ",18.8333,22.772,282.5,341.58,-59.08,-3.9387,-0.2091
"BSKT1   ","PKG Basket Peach Master 6/3.5#     ","                                        ","          ",5,2950,"EA   ",1.85,1.8709,5457.5,5519.155,-61.66,-0.0209,-0.0113
"PCHE16  ","Peach ECO med loose 25#            ","                                        ","          ",1,60,"CS   ",32,33.2922,1920,1997.532,-77.53,-1.2922,-0.0404
"APP14   ","Apple McIntosh 88s                 ","                                        ","          ",1,25,"CS   ",32.5,36.1467,812.5,903.6675,-91.17,-3.6467,-0.1122
"LET2    ","Lettuce Green Leaf 12s             ","                                        ","          ",42,66,"CS   ",15.3939,17.1496,1016,1131.8719,-115.87,-1.7557,-0.114
"LET3    ","Lettuce Red Leaf 12s               ","                                        ","          ",35,54,"CS   ",14.0926,17.3352,761,936.0992,-175.1,-3.2426,-0.2301
"LET7    ","Lettuce Romaine 12s                ","                                        ","          ",46,78,"CS   ",14.3974,17.1891,1123,1340.7494,-217.75,-2.7917,-0.1939
"POLY5   ","PKG Polybag Apple ECO 3# ea        ","ECO-branded                             ","          ",1,17500,"EA   ",0.06,0.0727,1050,1272.25,-222.25,-0.0127,-0.2117
"PEP9    ","Pepper Jalapeño 1/2 bu             ","                                        ","          ",74,90,"CS   ",23.5583,26.1441,2120.25,2352.9695,-232.72,-2.5858,-0.1098
"CAU5    ","Cauliflower 9s                     ","                                        ","          ",76,673,"CS   ",17.0064,17.3678,11445.3,11688.4992,-243.2,-0.3614,-0.0212
"TOTE15  ","PKG Tote Peach Pouch 3#            ","                                        ","          ",3,75,"TH   ",150,154.4389,11250,11582.921,-332.92,-4.4389,-0.0296
"BRO2    ","Broccoli 20#                       ","                                        ","          ",140,1934,"CS   ",24.1755,24.5008,46755.5,47384.4882,-628.99,-0.3253,-0.0135
"SQU63   ","Squash Delicata 1-1/9 bu 35s       ","                                        ","          ",1,0,"CS   ",0,0,-966,0,-966,0,-1
"TOTE11  ","PKG Tote Pouch Heirloom 1#         ","                                        ","          ",3,105,"TH   ",87.9794,97.635,9237.84,10251.6771,-1013.84,-9.6556,-0.1097
"TOTE2   ","PKG Tote Paper Apple 5#            ","                                        ","          ",7,40000,"EA   ",0.172,0.2288,6880,9152.5,-2272.5,-0.0568,-0.3303
,,,,,,,,,,,,,
"Report Total ---->",,,,,246644.35,,8.9695,8.0915,2212273.94,1995716.1011000006,216557.8388999994,0.8780166215037943,0.09788925095777216
